customer_id,segment,region,acquisition_channel,plan_type,tenure_days,current_mrr,avg_monthly_revenue,lifetime_revenue,recent_sessions_30d,recent_sessions_90d,usage_trend,feature_adoption_score_recent,support_tickets_30d,support_tickets_90d,nps_score_recent,failed_payments_90d,payment_failure_flag,renewal_near_flag,contraction_flag,churn_flag,at_risk_flag
C000442,Mid-Market,North America,Referral,Pro,1059,372.33,373.95,13088.17,81,242,3.25,79.74,2,4,37.6154,0,0,1,0,0,0
C000443,Mid-Market,Europe,Partner,Enterprise,1317,2010.78,1980.93,71313.65,167,379,6.4,94.746,5,8,45.4615,0,0,0,0,0,0
C000444,Startup,LATAM,Referral,Basic,768,52.44,52.11,1250.67,39,117,-0.75,36.125,2,4,12.8462,0,0,1,0,0,1
C000445,Mid-Market,LATAM,Partner,Growth,461,0.0,187.1,2619.46,0,0,0.0,0.0,0,0,0.0,0,0,0,0,1,0
C000446,Mid-Market,North America,Organic,Pro,503,569.28,569.78,13674.69,169,480,6.5,96.065,0,1,40.8333,0,0,0,1,0,0
C000447,Startup,North America,Paid Search,Growth,1012,0.0,183.61,6059.12,3,35,-0.2,37.55,2,11,-3.4,1,1,0,0,1,0
C000448,SMB,APAC,Referral,Growth,62,200.0,198.9,596.69,71,138,3.75,65.9425,3,7,30.1111,0,0,1,0,0,0
C000449,SMB,LATAM,Referral,Pro,722,321.49,323.87,7772.83,85,195,2.5,76.048,1,6,31.6923,0,0,1,0,0,0
C000450,Mid-Market,North America,Partner,Pro,1077,313.35,312.58,11252.73,60,180,-0.25,82.425,1,4,31.9167,0,0,1,0,0,0
C000451,Startup,LATAM,Organic,Growth,60,157.3,156.56,469.69,54,132,-1.75,57.965,1,7,23.6667,0,0,1,0,0,1
C000452,Enterprise,North America,Outbound,Enterprise,106,1385.78,1408.87,16906.42,145,384,-1.75,94.806,1,5,41.5385,0,0,0,1,0,1
C000453,Enterprise,North America,Partner,Enterprise,757,1050.42,1056.17,38022.14,325,808,3.5,100.0,1,3,45.6923,0,0,0,0,0,0
C000454,SMB,LATAM,Partner,Growth,1476,176.19,176.38,8466.39,34,104,0.25,55.9275,2,4,24.5833,0,0,1,0,0,0
C000455,SMB,Europe,Organic,Growth,525,0.0,228.51,5484.35,0,2,0.0,0.0,0,0,-6.0,0,0,0,0,1,0
C000456,Mid-Market,Europe,Outbound,Pro,664,757.47,759.24,16703.37,66,186,2.25,83.18,0,0,37.4167,0,0,1,0,0,0
C000457,Mid-Market,APAC,Paid Search,Growth,1290,281.48,283.15,12175.47,48,162,0.2,65.915,1,5,26.0769,0,0,1,0,0,0
C000458,SMB,LATAM,Partner,Basic,499,0.0,30.35,424.96,0,15,-1.0,0.0,0,9,-27.0,0,0,0,0,1,0
C000459,Startup,North America,Referral,Basic,224,0.0,33.13,198.78,10,37,-1.5,22.9775,6,13,-9.8333,2,1,0,0,1,0
C000460,Startup,Europe,Affiliate,Basic,1254,0.0,48.02,1968.67,0,0,0.0,0.0,0,0,0.0,0,0,0,1,1,0
C000461,Enterprise,LATAM,Outbound,Enterprise,414,1463.21,1395.31,33487.38,372,980,-5.35,100.0,2,3,44.1538,0,0,0,0,0,0
C000462,SMB,Europe,Partner,Basic,1307,49.4,49.04,2059.86,22,61,0.75,37.8975,2,2,15.4615,0,0,1,0,0,0
C000463,Enterprise,APAC,Organic,Enterprise,368,1033.06,1054.15,15812.24,250,787,1.5,100.0,0,4,42.7692,0,0,0,0,0,0
C000464,SMB,Europe,Organic,Growth,880,141.66,141.86,4255.92,36,104,2.75,51.895,1,6,21.0,0,0,1,0,0,1
C000465,Enterprise,North America,Organic,Growth,1508,194.12,192.37,11542.16,74,260,-4.3,69.5675,2,4,25.2308,0,0,0,0,0,0
C000466,Startup,North America,Affiliate,Basic,42,30.24,29.76,59.53,43,65,-2.4,37.624,0,0,21.4286,0,0,1,0,0,0
C000467,Startup,LATAM,Outbound,Basic,1264,157.88,156.98,6593.25,53,154,2.25,44.0925,1,1,16.4615,0,0,1,0,0,0
C000468,Enterprise,APAC,Outbound,Enterprise,614,1416.26,1470.04,35281.0,345,1001,7.75,100.0,1,2,49.0769,0,0,0,0,0,0
C000469,Enterprise,North America,Outbound,Pro,1235,715.21,715.67,27911.18,115,336,3.75,92.5675,1,1,38.5385,0,0,1,0,0,0
C000470,SMB,North America,Organic,Basic,88,0.0,39.55,474.58,11,46,-0.5833,26.34,5,19,-19.2727,0,0,0,1,1,0
C000471,SMB,LATAM,Outbound,Basic,386,71.22,72.29,1084.41,12,28,0.9,35.29,2,6,13.6923,0,0,0,0,0,1
C000472,SMB,North America,Referral,Basic,296,57.53,57.35,573.52,26,112,-3.1,37.43,2,8,7.3846,0,0,1,0,0,1
C000473,SMB,North America,Referral,Basic,843,0.0,80.27,2247.54,5,22,-0.0833,28.7,4,15,-16.1667,0,0,0,0,1,0
C000474,SMB,APAC,Paid Search,Enterprise,800,1255.1,1243.34,33570.09,85,306,-3.35,89.58,0,2,39.2308,0,0,1,0,0,0
C000475,Enterprise,LATAM,Organic,Growth,553,297.61,293.96,7054.92,73,175,0.85,65.254,1,3,27.0769,0,0,0,0,0,0
C000476,SMB,APAC,Affiliate,Basic,278,0.0,27.98,251.83,0,48,-6.0,0.0,0,10,-19.5714,1,1,0,0,1,0
C000477,Mid-Market,Europe,Outbound,Pro,219,685.37,690.08,8280.96,112,331,5.4,87.025,3,4,31.1538,0,0,0,0,0,0
C000478,Startup,North America,Affiliate,Growth,1493,167.78,169.26,8632.14,36,139,-2.6,51.3975,2,2,25.5385,0,0,0,0,0,0
C000479,Startup,APAC,Affiliate,Basic,354,0.0,35.48,319.34,0,0,0.0,0.0,0,0,0.0,0,0,0,0,1,0
C000480,Mid-Market,North America,Partner,Pro,1349,1044.29,1042.14,50022.71,147,394,8.5,94.31,0,5,35.0769,0,0,0,0,0,0
C000481,SMB,North America,Organic,Pro,1069,999.92,1005.73,36206.37,99,338,-5.0,81.65,1,7,36.3846,0,0,1,0,0,0
C000482,Mid-Market,APAC,Outbound,Basic,255,0.0,21.38,192.4,10,34,-0.5,24.2175,2,7,-7.5385,0,0,0,0,1,0
C000483,Startup,Europe,Paid Search,Basic,848,0.0,59.47,1546.26,0,0,0.0,0.0,0,0,0.0,0,0,0,0,1,0
C000484,Enterprise,APAC,Outbound,Enterprise,295,2063.88,2077.33,24927.96,182,515,-7.6,97.71,1,3,41.3077,0,0,0,0,0,0
C000485,Mid-Market,North America,Organic,Pro,812,553.77,554.18,14962.78,164,377,4.55,90.01,1,4,40.0,0,0,1,0,0,0
C000486,Enterprise,APAC,Partner,Enterprise,1166,3222.04,3212.64,154206.81,212,724,-4.0,99.3325,2,6,41.3846,0,0,0,0,0,0
C000487,Startup,Europe,Paid Search,Basic,893,0.0,99.3,2780.37,0,0,0.0,0.0,0,0,0.0,0,0,0,1,1,0
C000488,SMB,Europe,Paid Search,Pro,706,514.2,511.34,12272.22,97,278,2.25,77.5725,1,4,30.9167,0,0,1,0,0,1
C000489,SMB,APAC,Affiliate,Basic,316,0.0,150.1,1501.01,0,37,-3.25,0.0,0,12,-16.7778,0,0,0,0,1,0
C000490,SMB,North America,Outbound,Growth,403,0.0,231.29,3006.82,0,0,0.0,0.0,0,0,0.0,0,0,0,0,1,0
C000491,SMB,LATAM,Referral,Pro,89,396.88,381.73,4580.8,126,369,5.25,86.375,0,2,39.3077,0,0,0,0,0,0
C000492,Startup,Europe,Paid Search,Basic,194,42.9,42.26,295.8,34,94,1.75,35.485,2,9,14.5385,0,0,1,0,0,0
C000493,SMB,LATAM,Organic,Basic,358,0.0,96.38,1156.52,1,26,-2.6667,14.2533,7,22,-16.8333,0,0,0,1,1,0
C000494,SMB,APAC,Referral,Growth,590,116.51,116.88,2805.07,55,157,2.95,66.965,1,4,23.0769,0,0,0,0,0,0
C000495,SMB,Europe,Partner,Pro,1066,387.28,386.57,13916.36,68,183,3.0,77.5725,0,3,38.3846,0,0,1,0,0,0
C000496,SMB,North America,Paid Search,Basic,888,49.38,49.53,1436.23,34,125,-1.75,41.9875,0,4,14.6667,1,1,1,0,0,0
C000497,SMB,North America,Paid Search,Pro,1336,534.11,535.99,23047.73,60,203,-8.0,78.255,0,5,39.25,0,0,1,0,0,0
C000498,Mid-Market,APAC,Partner,Growth,941,148.09,147.27,4417.99,83,236,2.15,64.3475,1,4,27.2308,0,0,1,0,0,0
C000499,SMB,APAC,Paid Search,Growth,105,94.48,95.58,382.3,72,210,-2.85,54.348,2,4,19.6923,0,0,1,0,0,1
C000500,SMB,APAC,Affiliate,Basic,795,0.0,92.71,2317.72,0,8,0.0,0.0,0,0,-20.5,0,0,0,0,1,0
C000501,SMB,North America,Referral,Pro,1338,388.15,387.09,17032.08,134,356,-3.7,84.074,4,7,36.3846,0,0,1,0,0,0
C000502,Mid-Market,North America,Referral,Basic,521,136.5,136.42,2455.47,42,125,0.3,51.6475,1,3,11.6154,0,0,1,0,0,0
C000503,SMB,LATAM,Paid Search,Growth,44,180.69,180.4,360.81,29,59,-2.75,54.865,3,5,24.4286,0,0,1,0,0,1
C000504,Mid-Market,LATAM,Outbound,Growth,197,265.62,263.7,1845.93,74,183,3.3,58.642,1,7,19.5385,0,0,1,0,0,1
C000505,Enterprise,North America,Outbound,Enterprise,1093,1980.69,1981.67,59450.05,276,640,9.7,99.47,2,3,43.6923,0,0,1,0,0,0
C000506,SMB,Europe,Organic,Pro,828,799.15,798.62,21562.75,83,285,-1.05,85.1475,0,4,37.3846,0,0,1,0,0,0
C000507,Enterprise,North America,Partner,Pro,699,584.51,584.48,14027.49,116,331,2.5,94.095,1,2,34.75,0,0,1,0,0,0
C000508,Mid-Market,Europe,Outbound,Growth,1143,175.78,175.36,6312.8,66,196,0.5,65.6225,1,6,21.8462,0,0,1,0,0,0
C000509,Startup,North America,Paid Search,Basic,1000,0.0,89.74,2871.84,0,0,0.0,0.0,0,0,0.0,0,0,0,1,1,0
C000510,SMB,North America,Partner,Growth,1160,432.49,431.91,16844.44,50,194,-4.0,60.4075,2,6,26.8462,0,0,1,0,0,0
C000511,Mid-Market,North America,Outbound,Pro,0,410.72,400.16,400.16,9,9,9.0,83.12,0,0,35.0,0,0,1,0,0,0
C000512,Enterprise,APAC,Organic,Pro,373,642.33,639.5,15347.99,152,454,2.2,89.675,0,1,30.4615,0,0,0,0,0,0
C000513,SMB,LATAM,Paid Search,Growth,194,0.0,156.62,783.09,0,28,-4.3333,0.0,0,14,-10.8571,2,1,0,1,1,0
C000514,Startup,APAC,Affiliate,Growth,266,0.0,198.75,1391.25,21,116,-3.35,34.7425,1,16,-4.7692,2,1,0,0,1,0
C000515,Mid-Market,Europe,Organic,Growth,56,162.72,160.74,321.49,69,143,-4.7,64.914,2,3,19.7778,0,0,1,0,0,1
C000516,Startup,Europe,Affiliate,Basic,1194,0.0,20.51,984.39,0,0,0.0,0.0,0,0,0.0,0,0,0,0,1,0
C000517,Mid-Market,North America,Partner,Basic,166,50.26,51.06,306.36,37,145,-2.25,48.775,2,5,9.4615,0,0,1,0,0,1
C000518,SMB,Europe,Outbound,Basic,1331,0.0,87.14,3660.03,0,3,0.0,0.0,0,0,-29.0,0,0,0,0,1,0
C000519,Mid-Market,North America,Outbound,Pro,776,0.0,336.09,8738.41,7,65,-1.7,57.13,2,8,11.5455,0,0,0,0,1,0
C000520,Enterprise,LATAM,Outbound,Growth,607,231.26,232.36,4879.47,23,79,-0.75,66.8525,2,2,24.0,0,0,1,0,0,1
C000521,Mid-Market,LATAM,Organic,Pro,967,496.88,492.92,15280.67,167,473,-1.85,88.946,1,2,35.0769,0,0,1,0,0,0
C000522,Mid-Market,APAC,Affiliate,Growth,1097,0.0,148.28,5486.45,0,0,0.0,0.0,0,0,0.0,0,0,0,0,1,0
C000523,Mid-Market,North America,Outbound,Pro,1222,672.95,664.22,31882.76,88,276,-1.25,80.3675,1,1,37.4615,0,0,0,1,0,1
C000524,Enterprise,Europe,Paid Search,Basic,261,74.72,74.27,891.29,43,152,-2.45,44.3575,0,3,20.7692,0,0,0,0,0,0
C000525,Enterprise,North America,Paid Search,Pro,1027,548.87,548.17,18637.85,174,535,2.5,94.115,0,0,33.0,0,0,1,0,0,0
C000526,Startup,North America,Organic,Basic,1039,86.88,87.05,2959.83,19,78,-1.45,32.035,0,1,12.1538,0,0,1,0,0,0
C000527,Mid-Market,LATAM,Outbound,Growth,115,173.54,172.64,690.58,68,216,2.6,56.79,1,4,20.6154,0,0,1,0,0,1
C000528,SMB,Europe,Organic,Basic,1299,26.24,26.19,1126.04,40,120,0.25,39.0425,2,9,10.3846,0,0,1,0,0,0
C000529,Enterprise,LATAM,Partner,Pro,121,0.0,391.6,4699.22,21,140,-6.0,71.86,2,9,12.6667,0,0,0,1,1,0
C000530,Mid-Market,North America,Outbound,Pro,114,215.59,216.38,1298.25,79,246,-1.65,83.2725,1,5,34.9231,0,0,0,0,0,0
C000531,SMB,APAC,Outbound,Basic,450,0.0,74.25,890.95,0,0,0.0,0.0,0,0,0.0,0,0,0,0,1,0
C000532,SMB,APAC,Outbound,Growth,1082,0.0,227.74,8198.81,0,0,0.0,0.0,0,0,0.0,0,0,0,0,1,0
C000533,SMB,Europe,Paid Search,Growth,1274,233.19,232.66,9539.06,86,237,-2.55,61.86,2,3,25.4615,0,0,1,0,0,0
C000534,Mid-Market,APAC,Organic,Growth,1088,194.57,194.53,7002.94,51,166,0.35,67.03,0,4,26.3077,0,0,1,0,0,0
C000535,SMB,North America,Paid Search,Growth,595,0.0,234.98,4464.63,0,29,-2.75,0.0,0,16,-11.875,1,1,0,0,1,0
C000536,Startup,LATAM,Organic,Basic,984,0.0,26.89,860.38,0,0,0.0,0.0,0,0,0.0,0,0,0,0,1,0
C000537,Enterprise,APAC,Outbound,Enterprise,818,1319.58,1323.63,47650.73,185,554,-0.25,99.9475,2,2,40.9167,0,0,0,0,0,0
C000538,Mid-Market,LATAM,Paid Search,Pro,1291,0.0,259.74,9350.54,0,88,-8.0,0.0,0,6,2.1429,0,0,0,0,1,0
C000539,SMB,LATAM,Partner,Pro,694,395.73,390.24,9365.72,142,331,5.9,86.524,0,2,34.3077,0,0,1,0,0,0
C000540,SMB,Europe,Organic,Basic,1405,0.0,112.22,5386.6,0,11,0.0,0.0,0,2,-11.6667,0,0,0,0,1,0
C000541,Enterprise,LATAM,Partner,Enterprise,432,2554.23,2574.26,61782.33,274,884,3.75,100.0,0,0,44.8462,0,0,0,0,0,0
C000542,Mid-Market,Europe,Outbound,Growth,1224,0.0,208.49,8548.15,0,0,0.0,0.0,0,0,0.0,0,0,0,0,1,0
C000543,Mid-Market,North America,Paid Search,Growth,1211,148.79,150.02,5850.81,106,286,-4.3,62.962,0,1,23.1538,0,0,0,0,0,0
C000544,SMB,North America,Organic,Basic,1097,0.0,35.07,1262.53,0,0,0.0,0.0,0,0,0.0,0,0,0,1,1,0
C000545,SMB,LATAM,Organic,Basic,227,0.0,59.48,475.81,1,25,-1.0,34.99,0,16,-16.0,0,0,0,0,1,0
C000546,Startup,Europe,Paid Search,Growth,1425,249.5,250.33,11515.4,49,138,3.25,53.2475,1,4,24.3846,0,0,1,0,0,0
C000547,Mid-Market,Europe,Organic,Pro,865,546.41,528.73,19034.17,139,381,4.0,94.04,1,2,35.3846,0,0,0,1,0,0
C000548,Startup,APAC,Outbound,Basic,558,0.0,26.85,429.61,0,14,0.0,0.0,0,7,-28.2,1,1,0,1,1,0
C000549,Startup,Europe,Paid Search,Growth,537,0.0,167.48,2512.21,0,0,0.0,0.0,0,0,0.0,0,0,0,0,1,0
C000550,Mid-Market,Europe,Organic,Pro,472,205.95,205.96,3295.4,109,391,-4.15,81.4525,2,8,35.9231,0,0,1,0,0,0
C000551,Enterprise,Europe,Outbound,Enterprise,292,2178.8,2130.65,25567.85,190,607,0.25,99.6,1,5,43.6923,0,0,0,0,0,0
C000552,Mid-Market,Europe,Partner,Pro,908,343.84,345.58,10367.36,187,624,-4.25,94.215,5,8,33.0769,0,0,1,0,0,0
C000553,SMB,LATAM,Referral,Basic,258,31.72,31.58,284.26,63,170,3.75,49.2675,0,6,14.1667,0,0,1,0,0,0
C000554,SMB,Europe,Paid Search,Basic,1025,79.47,79.2,2692.75,40,114,1.6,41.9925,2,5,12.8462,0,0,1,0,0,0
C000555,SMB,Europe,Organic,Growth,21,200.12,196.36,196.36,76,76,19.0,58.135,1,1,22.25,0,0,1,0,0,0
C000556,SMB,LATAM,Paid Search,Basic,658,0.0,61.03,1464.7,0,12,0.0,0.0,0,2,-16.0,0,0,0,0,1,0
C000557,SMB,LATAM,Affiliate,Pro,363,0.0,1161.92,13942.98,0,71,-6.25,0.0,0,17,4.5,0,0,0,1,1,0
C000558,SMB,LATAM,Outbound,Pro,132,0.0,603.83,1811.48,0,43,-6.0,0.0,0,14,-5.2,0,0,0,0,1,0
C000559,Mid-Market,North America,Referral,Enterprise,316,981.91,977.52,11730.22,226,534,6.7,100.0,0,4,41.1538,0,0,0,0,0,0
C000560,Enterprise,LATAM,Paid Search,Pro,170,0.0,570.81,3424.87,0,82,-12.5,0.0,0,7,5.3333,0,0,0,1,1,0
C000561,Enterprise,Europe,Referral,Enterprise,703,1196.18,1196.82,28723.78,199,656,-2.05,100.0,0,1,46.1538,0,0,1,0,0,0
C000562,Startup,North America,Paid Search,Growth,1441,265.57,267.68,12848.7,36,106,0.5,52.5675,2,5,18.4167,0,0,1,0,0,1
C000563,SMB,Europe,Referral,Basic,689,0.0,62.85,1257.09,0,7,0.0,0.0,0,2,-17.5,0,0,0,0,1,0
C000564,SMB,LATAM,Paid Search,Basic,1091,0.0,66.91,2408.63,0,0,0.0,0.0,0,0,0.0,0,0,0,0,1,0
C000565,SMB,Europe,Organic,Basic,133,0.0,28.5,113.98,1,33,-2.8,32.06,0,12,-21.1,1,1,0,0,1,0
C000566,SMB,LATAM,Outbound,Growth,1160,163.98,163.91,6228.66,88,240,4.25,66.7775,2,7,27.2308,0,0,1,0,0,0
C000567,SMB,North America,Outbound,Pro,1163,449.26,447.16,21463.49,104,260,1.8,77.354,0,4,35.0769,0,0,0,0,0,0
C000568,Mid-Market,North America,Referral,Pro,1137,299.18,300.15,11105.46,82,260,-0.7,84.7925,3,5,32.8462,0,0,1,0,0,0
C000569,SMB,North America,Affiliate,Basic,543,49.78,50.06,901.13,29,95,0.0,36.835,3,9,6.5385,0,0,1,0,0,1
C000570,Enterprise,Europe,Organic,Pro,649,552.38,557.39,13377.31,134,427,3.0,92.8675,1,3,34.0,0,0,0,0,0,0
C000571,Startup,Europe,Affiliate,Basic,70,54.89,54.15,649.76,42,103,-1.35,33.69,1,2,14.3636,0,0,0,0,0,0
C000572,Startup,LATAM,Referral,Basic,766,0.0,28.77,719.31,0,0,0.0,0.0,0,0,0.0,0,0,0,1,1,0
C000573,SMB,LATAM,Organic,Basic,1081,48.64,48.75,1755.15,42,140,0.1,43.6725,1,6,15.2308,0,0,1,0,0,0
C000574,Startup,North America,Paid Search,Growth,1405,0.0,132.78,5975.14,0,29,-3.6667,0.0,0,10,-7.2857,1,1,0,1,1,0
C000575,SMB,North America,Paid Search,Growth,1506,172.88,172.42,8620.94,38,92,0.35,53.892,0,2,28.6154,0,0,1,0,0,0
C000576,Enterprise,North America,Partner,Enterprise,949,1467.43,1457.45,46638.29,103,359,-4.0,95.7625,0,1,43.4615,0,0,1,0,0,0
C000577,SMB,Europe,Paid Search,Pro,102,386.97,387.32,1549.27,95,306,-0.25,78.5625,5,10,33.0769,0,0,1,0,0,0
C000578,SMB,North America,Organic,Basic,717,44.9,44.35,1020.05,14,63,-1.3,37.9425,3,8,20.1538,0,0,1,0,0,0
C000579,Mid-Market,Europe,Organic,Pro,162,473.17,475.13,2850.76,250,586,8.0,93.082,0,2,36.3846,0,0,1,0,0,0
C000580,SMB,LATAM,Paid Search,Basic,1365,84.83,84.82,3816.95,74,172,3.55,38.58,2,5,12.6923,0,0,1,0,0,0
C000581,Mid-Market,Europe,Paid Search,Growth,1378,178.86,178.63,8574.45,61,164,2.75,65.5225,1,2,28.75,0,0,0,0,0,0
C000582,SMB,North America,Organic,Growth,182,0.0,288.12,1152.49,0,23,-4.0,0.0,0,12,-21.2,0,0,0,0,1,0
C000583,Mid-Market,North America,Partner,Basic,1351,91.59,91.76,4404.49,60,162,-0.25,47.462,1,3,8.4615,0,0,0,0,0,0
C000584,Startup,Europe,Paid Search,Basic,1435,107.86,107.73,5063.31,33,74,1.85,42.88,1,2,17.9231,0,0,1,0,0,0
C000585,SMB,Europe,Paid Search,Basic,849,0.0,102.18,2758.86,0,39,-6.5,0.0,0,12,-16.6667,1,1,0,1,1,0
C000586,Mid-Market,North America,Outbound,Basic,113,111.13,110.51,442.05,79,194,0.8,48.586,1,4,14.6154,0,0,1,0,0,0
C000587,Enterprise,APAC,Partner,Enterprise,473,742.48,735.98,13247.63,140,465,-1.75,96.6525,0,2,46.8462,0,0,0,0,0,0
C000588,SMB,Europe,Paid Search,Basic,1333,0.0,73.22,3075.33,0,15,-1.25,0.0,0,9,-14.875,1,1,0,0,1,0
C000589,Mid-Market,Europe,Paid Search,Growth,173,0.0,258.51,3102.12,0,14,0.0,0.0,0,1,-18.5,0,0,0,0,1,0
C000590,Startup,North America,Partner,Enterprise,227,3022.06,3069.05,18414.31,91,304,-3.25,87.71,1,4,41.0,1,1,0,1,0,0
C000591,SMB,North America,Organic,Growth,291,117.55,116.46,1164.59,49,131,3.5,55.275,1,5,29.4615,0,0,1,0,0,0
C000592,Startup,North America,Organic,Basic,139,73.93,75.74,454.41,22,83,-3.0,40.6925,1,3,15.0,0,0,1,0,0,0
C000593,Mid-Market,North America,Outbound,Enterprise,1143,1459.12,1429.26,68604.26,113,397,-3.15,95.02,3,6,39.8462,0,0,0,0,0,1
C000594,SMB,Europe,Organic,Basic,26,126.28,124.86,124.86,37,37,9.25,44.46,3,3,10.0,0,0,1,0,0,0
C000595,Mid-Market,Europe,Paid Search,Growth,1030,91.86,91.85,3123.03,65,157,2.25,67.85,2,4,22.6154,0,0,1,0,0,0
C000596,Startup,APAC,Paid Search,Growth,287,0.0,117.37,1056.31,6,45,-2.2,38.8933,5,18,-4.0833,1,1,0,0,1,0
C000597,Enterprise,APAC,Partner,Pro,638,215.03,213.23,5117.62,114,324,-4.95,83.434,3,5,38.0,0,0,0,0,0,0
C000598,Mid-Market,North America,Outbound,Pro,323,488.81,486.84,5842.09,272,667,4.4,98.644,0,1,36.5385,0,0,1,0,0,0
C000599,Startup,North America,Paid Search,Basic,557,152.33,151.87,3189.28,52,148,4.0,35.82,1,3,17.5385,0,0,0,0,0,0
C000600,Startup,LATAM,Organic,Growth,533,157.19,155.65,2801.69,32,113,-2.85,46.614,2,3,27.2308,0,0,1,0,0,1
C000601,Startup,APAC,Affiliate,Growth,517,0.0,165.39,2811.66,0,7,0.0,0.0,0,3,-3.3333,0,0,0,0,1,0
C000602,Enterprise,APAC,Partner,Enterprise,326,1894.78,1981.64,23779.68,187,533,-0.5,100.0,0,5,41.9231,0,0,1,0,0,0
C000603,SMB,North America,Partner,Basic,393,52.2,52.2,730.73,51,115,0.7,42.308,2,5,18.5385,0,0,1,0,0,0
C000604,SMB,North America,Affiliate,Basic,1280,0.0,64.94,2727.44,0,31,-4.25,0.0,0,18,-18.75,1,1,0,1,1,0
C000605,SMB,North America,Paid Search,Pro,256,542.37,561.61,6739.31,158,465,6.5,91.85,1,9,30.8462,0,0,0,0,0,0
C000606,Mid-Market,LATAM,Referral,Pro,692,322.5,320.85,7700.28,138,354,8.0,89.8625,0,5,33.0833,0,0,1,0,0,0
C000607,SMB,Europe,Outbound,Basic,852,0.0,52.9,1428.43,0,0,0.0,0.0,0,0,0.0,0,0,0,0,1,0
C000608,SMB,Europe,Paid Search,Basic,729,76.8,77.28,1622.94,13,31,0.35,41.398,3,7,13.5385,0,0,1,0,0,0
C000609,Enterprise,Europe,Paid Search,Enterprise,43,2333.08,2419.76,29037.09,187,254,3.9,99.47,3,3,38.7143,0,0,0,0,0,0
C000610,Startup,North America,Organic,Growth,170,0.0,271.07,1084.28,0,35,-3.6667,0.0,0,8,-11.8571,1,1,0,0,1,0
C000611,Mid-Market,Europe,Referral,Pro,240,529.59,526.29,6315.5,78,233,0.3,88.64,1,5,32.0769,0,0,0,0,0,0
C000612,Startup,North America,Paid Search,Pro,730,0.0,536.82,11810.14,0,17,0.0,0.0,0,4,-7.6667,0,0,0,1,1,0
C000613,SMB,Europe,Paid Search,Basic,325,77.09,76.24,914.92,30,90,0.9,40.3025,2,5,19.5385,0,0,1,0,0,0
C000614,Enterprise,LATAM,Partner,Growth,922,126.12,125.94,3778.23,49,160,-0.25,62.08,2,7,28.5385,0,0,1,0,0,0
C000615,Mid-Market,Europe,Affiliate,Pro,472,352.2,357.14,6428.5,84,293,-1.6,91.8575,2,6,35.0769,0,0,0,0,0,0
C000616,Mid-Market,North America,Referral,Pro,537,436.51,431.38,6902.15,67,223,-3.5,82.7175,0,3,37.5385,0,0,1,0,0,0
C000617,SMB,LATAM,Paid Search,Basic,1124,0.0,30.91,1081.74,11,65,-2.5833,23.3133,6,17,-18.9091,1,1,0,0,1,0
C000618,SMB,LATAM,Affiliate,Growth,1036,0.0,189.05,6049.66,0,16,0.0,0.0,0,12,-21.5,1,1,0,1,1,0
C000619,SMB,North America,Affiliate,Basic,1180,0.0,87.92,3253.11,0,0,0.0,0.0,0,0,0.0,0,0,0,0,1,0
C000620,SMB,North America,Affiliate,Basic,1302,39.96,39.86,1634.33,30,83,-1.5,36.976,1,2,15.9231,0,0,1,0,0,0
C000621,SMB,Europe,Outbound,Pro,851,552.24,551.92,15453.72,86,238,2.75,75.2375,1,5,33.7692,0,0,1,0,0,0
C000622,SMB,North America,Organic,Basic,787,41.44,41.28,1114.68,31,109,0.35,39.135,1,5,15.0769,0,0,1,0,0,1
C000623,SMB,North America,Paid Search,Basic,1137,0.0,35.14,1370.53,0,0,0.0,0.0,0,0,0.0,0,0,0,1,1,0
C000624,SMB,North America,Outbound,Pro,885,1090.69,1090.22,32706.51,66,201,3.5,84.875,0,3,37.3846,0,0,1,0,0,0
C000625,SMB,North America,Paid Search,Growth,592,107.16,107.47,2149.48,53,150,1.25,56.6175,2,7,28.1538,0,0,1,0,0,0
C000626,Startup,Europe,Referral,Basic,1159,30.93,31.1,1181.82,16,51,0.0,38.265,2,7,17.8462,0,0,1,0,0,0
C000627,Enterprise,Europe,Outbound,Enterprise,1000,1575.49,1575.98,56735.32,155,453,-0.75,99.0975,1,2,42.0,0,0,0,0,0,0
C000628,Mid-Market,North America,Organic,Growth,957,178.14,177.65,5684.83,91,266,5.75,66.32,0,2,25.1538,0,0,1,0,0,0
C000629,Startup,LATAM,Partner,Growth,735,0.0,208.24,4789.41,13,52,-0.25,35.5,7,20,-10.0,1,1,0,0,1,0
C000630,Mid-Market,North America,Organic,Growth,959,356.26,355.2,11721.46,100,227,5.25,66.888,3,5,25.2308,0,0,0,0,0,0
C000631,Enterprise,North America,Partner,Growth,400,117.25,119.83,1797.46,39,108,0.3,66.864,0,3,26.0,0,0,0,0,0,0
C000632,SMB,North America,Partner,Growth,1009,126.95,126.27,4293.05,82,208,0.65,64.494,1,3,25.9231,0,0,1,0,0,0
C000633,Startup,LATAM,Paid Search,Basic,855,113.44,112.72,3381.59,36,87,0.45,38.314,0,5,16.3846,0,0,0,0,0,0
C000634,Startup,APAC,Outbound,Pro,942,682.43,686.95,20608.41,67,237,-1.75,70.6825,1,3,30.3846,1,1,1,0,0,0
C000635,Startup,Europe,Paid Search,Pro,1123,0.0,651.56,23456.34,0,0,0.0,0.0,0,0,0.0,0,0,0,0,1,0
