customer_id,segment,region,acquisition_channel,plan_type,tenure_days,current_mrr,avg_monthly_revenue,lifetime_revenue,churn_risk_score,revenue_risk_score,retention_priority_score,risk_tier,main_risk_driver,recommended_action,recommendation_context,at_risk_flag,payment_failure_flag,renewal_near_flag,contraction_flag,usage_trend,support_tickets_90d,nps_score_recent,feature_adoption_score_recent,failed_payments_90d
C002807,Mid-Market,Europe,Organic,Pro,1077,545.48,548.25,18092.29,74.33,75.05,74.58,high,usage decline,product adoption campaign,Tier=high; driver=usage decline; churn_risk=74.3; revenue_risk=75.0; priority=74.6; current_mrr=$545.48.,1,1,1,1,-5.75,5,31.25,81.2375,1
C000129,SMB,North America,Organic,Pro,633,680.75,678.8,14254.79,16.93,80.4,39.14,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=16.9; revenue_risk=80.4; priority=39.1; current_mrr=$680.75.,0,0,1,0,1.25,5,37.7692,74.9825,0
C001046,Mid-Market,LATAM,Paid Search,Growth,1286,199.66,200.15,8606.28,35.33,46.16,39.12,low,usage decline,product adoption campaign,Tier=low; driver=usage decline; churn_risk=35.3; revenue_risk=46.2; priority=39.1; current_mrr=$199.66.,0,0,1,0,-5.25,2,26.8462,66.785,0
C002568,Mid-Market,Europe,Organic,Enterprise,550,2835.48,2859.74,68633.73,7.17,98.4,39.1,low,usage decline,monitor only,Tier=low; driver=usage decline; churn_risk=7.2; revenue_risk=98.4; priority=39.1; current_mrr=$2835.48.,0,0,0,0,-0.75,1,42.0769,98.53,0
C003315,Enterprise,Europe,Partner,Pro,900,826.71,825.99,24779.57,14.27,85.22,39.1,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=14.3; revenue_risk=85.2; priority=39.1; current_mrr=$826.71.,0,0,1,0,2.5,4,35.2308,90.2875,0
C001311,Mid-Market,Europe,Outbound,Basic,724,73.87,73.64,1620.04,51.58,15.93,39.1,low,failed payments,billing intervention,Tier=low; driver=failed payments; churn_risk=51.6; revenue_risk=15.9; priority=39.1; current_mrr=$73.87.,1,1,1,0,-0.5,4,13.1538,44.935,1
C001722,SMB,North America,Paid Search,Basic,388,95.78,95.7,1244.15,49.05,20.59,39.09,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=49.0; revenue_risk=20.6; priority=39.1; current_mrr=$95.78.,1,0,1,0,1.8,6,7.3077,37.1825,0
C000609,Enterprise,Europe,Paid Search,Enterprise,43,2333.08,2419.76,29037.09,8.0,96.81,39.08,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=8.0; revenue_risk=96.8; priority=39.1; current_mrr=$2333.08.,0,0,0,0,3.9,3,38.7143,99.47,0
C000824,Mid-Market,North America,Affiliate,Growth,529,209.72,209.44,3560.55,35.77,45.22,39.08,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=35.8; revenue_risk=45.2; priority=39.1; current_mrr=$209.72.,1,0,1,0,0.5,6,17.8462,64.4775,0
C000996,Mid-Market,North America,Outbound,Enterprise,568,1365.55,1344.43,32266.35,10.67,91.76,39.05,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=10.7; revenue_risk=91.8; priority=39.0; current_mrr=$1365.55.,0,0,0,0,6.15,4,43.3846,99.538,0
C002791,Startup,North America,Affiliate,Basic,84,106.43,105.85,317.55,48.36,21.77,39.05,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=48.4; revenue_risk=21.8; priority=39.0; current_mrr=$106.43.,1,0,1,0,-0.3,5,12.7692,30.814,0
C001973,Enterprise,Europe,Organic,Enterprise,470,1725.45,1729.41,27670.62,9.26,94.31,39.03,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=9.3; revenue_risk=94.3; priority=39.0; current_mrr=$1725.45.,0,0,1,0,-0.05,2,44.1538,100.0,0
C001817,Enterprise,LATAM,Organic,Enterprise,1152,1953.45,1917.29,92030.14,8.0,96.53,38.99,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=8.0; revenue_risk=96.5; priority=39.0; current_mrr=$1953.45.,0,0,0,0,1.75,3,46.8462,100.0,0
C003168,Mid-Market,LATAM,Paid Search,Pro,1101,804.29,811.03,30007.99,14.27,84.88,38.98,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=14.3; revenue_risk=84.9; priority=39.0; current_mrr=$804.29.,0,0,1,0,0.1,4,32.5385,96.655,0
C000521,Mid-Market,LATAM,Organic,Pro,967,496.88,492.92,15280.67,21.14,72.06,38.96,low,usage decline,monitor only,Tier=low; driver=usage decline; churn_risk=21.1; revenue_risk=72.1; priority=39.0; current_mrr=$496.88.,0,0,1,0,-1.85,2,35.0769,88.946,0
C000587,Enterprise,APAC,Partner,Enterprise,473,742.48,735.98,13247.63,15.83,81.9,38.95,low,usage decline,monitor only,Tier=low; driver=usage decline; churn_risk=15.8; revenue_risk=81.9; priority=39.0; current_mrr=$742.48.,0,0,0,0,-1.75,2,46.8462,96.6525,0
C000796,SMB,North America,Referral,Pro,1070,791.33,809.85,29154.68,14.27,84.67,38.91,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=14.3; revenue_risk=84.7; priority=38.9; current_mrr=$791.33.,0,0,1,0,3.5,4,29.9167,93.5475,0
C001335,Mid-Market,Europe,Paid Search,Pro,705,558.46,554.18,12746.1,19.6,74.77,38.91,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=19.6; revenue_risk=74.8; priority=38.9; current_mrr=$558.46.,0,0,1,0,1.75,7,36.6154,90.265,0
C002529,SMB,North America,Partner,Pro,1388,631.04,629.0,28305.04,16.93,79.62,38.87,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=16.9; revenue_risk=79.6; priority=38.9; current_mrr=$631.04.,0,0,1,0,4.25,5,35.1538,87.4275,0
C000624,SMB,North America,Outbound,Pro,885,1090.69,1090.22,32706.51,11.6,89.41,38.83,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=11.6; revenue_risk=89.4; priority=38.8; current_mrr=$1090.69.,0,0,1,0,3.5,3,37.3846,84.875,0
C001542,Mid-Market,North America,Affiliate,Pro,1141,252.09,250.64,9273.84,31.52,52.34,38.81,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=31.5; revenue_risk=52.3; priority=38.8; current_mrr=$252.09.,1,0,1,0,-1.2,3,34.6154,86.338,0
C002368,Enterprise,Europe,Partner,Enterprise,1246,667.11,650.84,31240.3,16.0,81.13,38.8,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=16.0; revenue_risk=81.1; priority=38.8; current_mrr=$667.11.,0,0,0,1,2.55,3,47.6154,100.0,0
C002283,Mid-Market,Europe,Outbound,Pro,1015,636.1,632.07,20858.3,16.93,79.31,38.76,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=16.9; revenue_risk=79.3; priority=38.8; current_mrr=$636.10.,0,0,1,0,10.0,5,35.5385,93.534,0
C002616,Startup,Europe,Outbound,Basic,491,84.18,84.2,1431.36,49.98,17.88,38.75,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=50.0; revenue_risk=17.9; priority=38.8; current_mrr=$84.18.,1,0,1,0,-0.3,6,8.5385,37.682,0
C000867,SMB,North America,Organic,Growth,261,311.04,315.39,2838.54,29.83,55.23,38.72,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=29.8; revenue_risk=55.2; priority=38.7; current_mrr=$311.04.,0,0,1,0,-1.55,6,25.0,61.125,0
C002145,Enterprise,LATAM,Affiliate,Enterprise,955,1576.74,1582.48,50639.29,8.93,94.01,38.71,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=8.9; revenue_risk=94.0; priority=38.7; current_mrr=$1576.74.,0,0,1,0,8.3,2,40.5385,100.0,0
C000190,Startup,North America,Outbound,Basic,1049,48.26,48.81,1757.24,54.78,8.83,38.7,low,usage decline,product adoption campaign,Tier=low; driver=usage decline; churn_risk=54.8; revenue_risk=8.8; priority=38.7; current_mrr=$48.26.,1,0,0,0,-3.5,3,16.3333,31.7,0
C001358,Mid-Market,North America,Outbound,Enterprise,1315,1727.33,1777.85,85336.69,8.0,95.6,38.66,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=8.0; revenue_risk=95.6; priority=38.7; current_mrr=$1727.33.,0,0,0,0,1.0,3,40.75,95.925,0
C001074,Enterprise,North America,Partner,Enterprise,716,1585.78,1594.54,38268.94,8.93,93.84,38.65,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=8.9; revenue_risk=93.8; priority=38.6; current_mrr=$1585.78.,0,0,1,0,0.6,2,38.9231,99.5925,0
C000058,SMB,North America,Affiliate,Pro,1278,463.28,469.06,22514.81,21.17,71.08,38.64,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=21.2; revenue_risk=71.1; priority=38.6; current_mrr=$463.28.,0,0,0,0,-1.75,4,38.6154,78.6025,0
C001438,Enterprise,APAC,Partner,Pro,523,380.47,368.18,8836.29,25.5,63.03,38.64,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=25.5; revenue_risk=63.0; priority=38.6; current_mrr=$380.47.,0,0,0,1,-0.25,10,31.9231,79.135,0
C002321,SMB,Europe,Outbound,Enterprise,1367,650.49,656.16,31495.46,16.0,80.67,38.63,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=16.0; revenue_risk=80.7; priority=38.6; current_mrr=$650.49.,0,0,0,0,4.8,6,46.0,98.9125,0
C000805,SMB,North America,Organic,Basic,384,45.45,45.67,593.7,55.91,6.46,38.6,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=55.9; revenue_risk=6.5; priority=38.6; current_mrr=$45.45.,1,0,1,0,-1.5,9,10.0833,38.705,0
C000465,Enterprise,North America,Organic,Growth,1508,194.12,192.37,11542.16,34.67,45.87,38.59,low,usage decline,monitor only,Tier=low; driver=usage decline; churn_risk=34.7; revenue_risk=45.9; priority=38.6; current_mrr=$194.12.,0,0,0,0,-4.3,4,25.2308,69.5675,0
C000205,Enterprise,APAC,Partner,Pro,823,254.53,255.99,9215.62,31.0,52.67,38.58,low,usage decline,monitor only,Tier=low; driver=usage decline; churn_risk=31.0; revenue_risk=52.7; priority=38.6; current_mrr=$254.53.,0,0,0,1,-2.5,3,33.0769,96.8175,0
C001915,SMB,APAC,Referral,Basic,1007,77.89,77.5,2557.63,49.75,17.83,38.58,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=49.8; revenue_risk=17.8; priority=38.6; current_mrr=$77.89.,0,1,1,0,-1.75,7,18.0,45.3775,1
C001237,Startup,North America,Affiliate,Basic,1507,77.76,78.41,3763.64,49.21,18.83,38.58,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=49.2; revenue_risk=18.8; priority=38.6; current_mrr=$77.76.,1,0,1,0,5.5,7,10.6154,33.1975,0
C000335,Mid-Market,LATAM,Organic,Pro,816,253.62,253.62,6847.84,31.47,51.74,38.56,low,usage decline,monitor only,Tier=low; driver=usage decline; churn_risk=31.5; revenue_risk=51.7; priority=38.6; current_mrr=$253.62.,1,0,1,0,-2.0,1,35.8462,88.5,0
C001350,SMB,Europe,Referral,Growth,606,74.21,73.7,1400.26,50.85,15.75,38.56,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=50.9; revenue_risk=15.8; priority=38.6; current_mrr=$74.21.,1,1,1,0,-0.75,9,24.3846,49.42,1
C003258,Mid-Market,North America,Outbound,Pro,1212,811.78,817.72,34344.28,13.33,85.39,38.55,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=13.3; revenue_risk=85.4; priority=38.5; current_mrr=$811.78.,0,0,0,0,0.45,5,37.7692,88.006,0
C001945,Mid-Market,LATAM,Outbound,Enterprise,932,1214.96,1182.76,42579.3,10.43,90.75,38.54,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=10.4; revenue_risk=90.8; priority=38.5; current_mrr=$1214.96.,0,0,0,0,-0.85,2,41.9231,95.6,0
C002374,SMB,North America,Organic,Growth,904,232.21,232.8,6751.06,32.63,49.51,38.54,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=32.6; revenue_risk=49.5; priority=38.5; current_mrr=$232.21.,0,1,1,0,0.55,9,26.6923,52.93,1
C001043,Mid-Market,APAC,Organic,Pro,886,429.42,418.0,15048.13,22.83,67.7,38.53,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=22.8; revenue_risk=67.7; priority=38.5; current_mrr=$429.42.,0,0,0,1,-0.25,5,35.0769,86.8975,0
C001395,Mid-Market,Europe,Partner,Growth,1192,251.47,251.43,9805.9,31.02,52.47,38.53,low,usage decline,monitor only,Tier=low; driver=usage decline; churn_risk=31.0; revenue_risk=52.5; priority=38.5; current_mrr=$251.47.,0,0,1,0,-3.75,1,27.2308,70.5975,0
C001940,SMB,Europe,Outbound,Pro,1200,310.78,307.51,14760.68,27.3,59.28,38.49,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=27.3; revenue_risk=59.3; priority=38.5; current_mrr=$310.78.,0,0,0,1,-0.55,8,29.3077,80.7625,0
C000687,Mid-Market,North America,Referral,Growth,889,148.26,147.6,4428.02,40.36,35.02,38.49,low,usage decline,product adoption campaign,Tier=low; driver=usage decline; churn_risk=40.4; revenue_risk=35.0; priority=38.5; current_mrr=$148.26.,0,0,1,0,-3.55,5,25.3846,68.668,0
C001717,Mid-Market,Europe,Partner,Growth,535,241.82,239.07,4303.32,32.67,49.2,38.46,low,usage decline,monitor only,Tier=low; driver=usage decline; churn_risk=32.7; revenue_risk=49.2; priority=38.5; current_mrr=$241.82.,0,0,1,0,-5.25,1,25.5385,63.6325,0
C000639,Mid-Market,LATAM,Organic,Enterprise,309,1553.82,1553.82,0.0,13.7,84.31,38.41,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=13.7; revenue_risk=84.3; priority=38.4; current_mrr=$1553.82.,0,0,0,0,-0.95,3,43.0769,94.508,0
C002508,SMB,North America,Partner,Pro,565,467.4,467.56,8883.65,21.88,69.02,38.38,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=21.9; revenue_risk=69.0; priority=38.4; current_mrr=$467.40.,0,0,1,0,-0.75,5,33.6923,70.8675,0
C002282,SMB,North America,Referral,Basic,981,52.4,52.5,1679.97,53.6,10.1,38.38,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=53.6; revenue_risk=10.1; priority=38.4; current_mrr=$52.40.,1,0,1,0,-0.75,7,8.6154,35.626,0
C002687,Mid-Market,North America,Referral,Pro,1135,508.05,506.67,19253.38,19.6,73.23,38.37,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=19.6; revenue_risk=73.2; priority=38.4; current_mrr=$508.05.,0,0,1,0,0.75,6,33.2308,90.438,0
C000233,Enterprise,North America,Paid Search,Growth,1485,213.94,213.44,10244.89,32.75,48.77,38.36,low,usage decline,monitor only,Tier=low; driver=usage decline; churn_risk=32.8; revenue_risk=48.8; priority=38.4; current_mrr=$213.94.,0,0,1,0,-2.8,4,26.0,63.044,0
C001492,Mid-Market,North America,Organic,Pro,773,751.44,752.68,18064.23,14.27,83.01,38.33,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=14.3; revenue_risk=83.0; priority=38.3; current_mrr=$751.44.,0,0,1,0,4.45,4,36.7692,82.8675,0
C001010,SMB,North America,Referral,Pro,728,1000.65,1018.61,24446.71,11.6,87.95,38.32,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=11.6; revenue_risk=88.0; priority=38.3; current_mrr=$1000.65.,0,0,1,0,5.8,3,33.0,80.436,0
C003189,Mid-Market,APAC,Referral,Enterprise,1429,1397.19,1395.47,66982.64,8.93,92.87,38.31,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=8.9; revenue_risk=92.9; priority=38.3; current_mrr=$1397.19.,0,0,1,0,0.05,2,40.7692,97.212,0
C000710,SMB,North America,Outbound,Pro,803,518.62,521.04,14067.99,19.6,72.99,38.29,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=19.6; revenue_risk=73.0; priority=38.3; current_mrr=$518.62.,0,0,1,0,3.75,6,39.6154,86.6225,0
C003204,Enterprise,APAC,Outbound,Growth,1300,143.62,142.83,6427.13,40.14,34.82,38.28,low,usage decline,product adoption campaign,Tier=low; driver=usage decline; churn_risk=40.1; revenue_risk=34.8; priority=38.3; current_mrr=$143.62.,1,0,0,0,-2.25,5,22.4615,63.21,0
C000327,Enterprise,APAC,Outbound,Pro,1153,501.73,501.22,18545.26,19.6,72.92,38.26,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=19.6; revenue_risk=72.9; priority=38.3; current_mrr=$501.73.,0,0,1,0,1.25,6,41.0,90.91,0
C002409,SMB,North America,Organic,Basic,809,138.66,141.31,5087.08,40.97,33.24,38.26,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=41.0; revenue_risk=33.2; priority=38.3; current_mrr=$138.66.,1,0,0,0,0.0,10,13.6923,37.125,0
C001696,SMB,LATAM,Organic,Pro,481,538.58,541.57,8665.14,19.6,72.88,38.25,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=19.6; revenue_risk=72.9; priority=38.2; current_mrr=$538.58.,0,0,1,0,0.0,7,31.0769,74.15,0
C001797,SMB,North America,Paid Search,Enterprise,26,4522.68,4559.71,54716.52,5.33,99.35,38.24,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=5.3; revenue_risk=99.3; priority=38.2; current_mrr=$4522.68.,0,0,0,0,29.0,2,53.75,96.3975,0
C003052,SMB,Europe,Partner,Basic,1245,121.94,119.94,5037.48,42.99,29.4,38.23,low,low NPS,monitor only,Tier=low; driver=low NPS; churn_risk=43.0; revenue_risk=29.4; priority=38.2; current_mrr=$121.94.,1,0,1,0,-0.5,3,8.5,38.14,0
C001051,Enterprise,North America,Organic,Enterprise,743,3702.7,3664.36,98937.75,5.33,99.31,38.22,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=5.3; revenue_risk=99.3; priority=38.2; current_mrr=$3702.70.,0,0,0,0,3.2,2,50.0,99.57,0
C000999,SMB,Europe,Affiliate,Pro,59,620.38,617.56,1852.68,19.6,72.81,38.22,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=19.6; revenue_risk=72.8; priority=38.2; current_mrr=$620.38.,0,0,1,0,2.0,8,34.2222,82.3775,0
C001808,Enterprise,North America,Organic,Pro,782,981.19,969.58,26178.57,11.6,87.63,38.21,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=11.6; revenue_risk=87.6; priority=38.2; current_mrr=$981.19.,0,0,1,0,4.25,3,31.9231,91.2075,0
C002197,SMB,Europe,Outbound,Growth,1068,207.19,207.6,7473.65,33.5,46.97,38.21,low,usage decline,monitor only,Tier=low; driver=usage decline; churn_risk=33.5; revenue_risk=47.0; priority=38.2; current_mrr=$207.19.,0,0,1,0,-4.75,1,23.3846,56.7725,0
C003345,Enterprise,North America,Partner,Enterprise,689,1431.35,1432.44,34378.51,8.93,92.46,38.17,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=8.9; revenue_risk=92.5; priority=38.2; current_mrr=$1431.35.,0,0,1,0,4.55,2,49.3077,95.475,0
C001981,Enterprise,North America,Partner,Enterprise,510,1089.85,1111.6,26678.49,10.67,89.18,38.15,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=10.7; revenue_risk=89.2; priority=38.1; current_mrr=$1089.85.,0,0,0,1,7.25,1,47.5833,100.0,0
C002805,SMB,APAC,Paid Search,Pro,1251,383.95,370.9,13352.48,24.0,64.37,38.13,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=24.0; revenue_risk=64.4; priority=38.1; current_mrr=$383.95.,0,0,0,1,2.0,6,32.0,83.39,0
C001585,SMB,Europe,Organic,Growth,542,158.88,159.42,2710.11,39.1,36.31,38.12,low,usage decline,product adoption campaign,Tier=low; driver=usage decline; churn_risk=39.1; revenue_risk=36.3; priority=38.1; current_mrr=$158.88.,0,0,1,0,-3.25,5,23.6154,61.7225,0
C001684,SMB,Europe,Paid Search,Growth,301,122.92,122.31,1467.71,44.15,26.91,38.12,low,usage decline,product adoption campaign,Tier=low; driver=usage decline; churn_risk=44.1; revenue_risk=26.9; priority=38.1; current_mrr=$122.92.,1,0,0,0,-3.15,4,20.6923,54.092,0
C002980,SMB,Europe,Organic,Pro,798,240.74,239.96,6238.93,31.6,50.16,38.1,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=31.6; revenue_risk=50.2; priority=38.1; current_mrr=$240.74.,1,0,1,0,1.05,7,29.6923,86.566,0
C003151,SMB,Europe,Organic,Basic,425,67.64,68.22,818.64,51.35,13.48,38.1,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=51.4; revenue_risk=13.5; priority=38.1; current_mrr=$67.64.,0,1,1,1,5.75,6,15.0769,38.8825,1
C000809,SMB,LATAM,Paid Search,Growth,918,261.58,263.88,8708.19,29.98,53.16,38.09,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=30.0; revenue_risk=53.2; priority=38.1; current_mrr=$261.58.,1,0,0,0,2.35,6,21.1538,55.93,0
C001079,Mid-Market,Europe,Partner,Basic,881,77.41,77.69,2175.28,49.23,17.39,38.09,low,usage decline,product adoption campaign,Tier=low; driver=usage decline; churn_risk=49.2; revenue_risk=17.4; priority=38.1; current_mrr=$77.41.,0,0,1,0,-3.25,7,12.3333,50.845,0
C001958,Mid-Market,North America,Paid Search,Enterprise,699,2188.69,2240.15,53763.57,6.27,97.15,38.08,low,contract renewal risk,renewal conversation,Tier=low; driver=contract renewal risk; churn_risk=6.3; revenue_risk=97.2; priority=38.1; current_mrr=$2188.69.,0,0,1,0,9.75,1,41.3333,100.0,0
C000517,Mid-Market,North America,Partner,Basic,166,50.26,51.06,306.36,54.26,8.03,38.08,low,usage decline,product adoption campaign,Tier=low; driver=usage decline; churn_risk=54.3; revenue_risk=8.0; priority=38.1; current_mrr=$50.26.,1,0,1,0,-2.25,5,9.4615,48.775,0
C002860,Enterprise,Europe,Organic,Enterprise,842,940.74,944.48,26445.3,11.6,87.22,38.07,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=11.6; revenue_risk=87.2; priority=38.1; current_mrr=$940.74.,0,0,1,0,2.35,3,39.3077,100.0,0
C002117,Mid-Market,North America,Organic,Pro,53,635.64,630.31,1260.62,19.47,72.61,38.07,low,usage decline,monitor only,Tier=low; driver=usage decline; churn_risk=19.5; revenue_risk=72.6; priority=38.1; current_mrr=$635.64.,0,0,1,0,-2.0,1,33.625,85.06,0
C002711,SMB,North America,Paid Search,Basic,1409,27.93,28.02,1232.71,57.05,2.82,38.07,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=57.0; revenue_risk=2.8; priority=38.1; current_mrr=$27.93.,1,1,1,0,-0.3,7,13.1538,41.615,1
C000015,Startup,North America,Paid Search,Growth,423,325.97,338.69,4064.25,27.38,57.87,38.05,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=27.4; revenue_risk=57.9; priority=38.0; current_mrr=$325.97.,0,1,0,0,3.2,5,19.0769,63.9675,1
C001889,Mid-Market,LATAM,Paid Search,Growth,1416,181.78,181.62,8536.0,35.33,43.07,38.04,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=35.3; revenue_risk=43.1; priority=38.0; current_mrr=$181.78.,1,0,1,0,-0.8,4,17.6923,64.4375,0
C002277,Mid-Market,LATAM,Organic,Enterprise,1187,1522.05,1518.71,63785.76,8.0,93.8,38.03,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=8.0; revenue_risk=93.8; priority=38.0; current_mrr=$1522.05.,0,0,0,0,2.25,3,37.9231,99.51,0
C000737,Mid-Market,North America,Paid Search,Enterprise,398,781.44,796.36,19112.63,13.33,83.82,38.0,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=13.3; revenue_risk=83.8; priority=38.0; current_mrr=$781.44.,0,0,0,0,2.75,5,45.6667,100.0,0
C000499,SMB,APAC,Paid Search,Growth,105,94.48,95.58,382.3,48.07,19.29,38.0,low,usage decline,product adoption campaign,Tier=low; driver=usage decline; churn_risk=48.1; revenue_risk=19.3; priority=38.0; current_mrr=$94.48.,1,0,1,0,-2.85,4,19.6923,54.348,0
C001406,SMB,North America,Partner,Basic,1281,95.93,96.4,4145.05,45.86,23.31,37.97,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=45.9; revenue_risk=23.3; priority=38.0; current_mrr=$95.93.,1,0,1,0,0.9,8,10.4615,40.534,0
C000010,Enterprise,North America,Organic,Enterprise,1370,2688.13,2697.3,129470.16,5.33,98.5,37.94,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=5.3; revenue_risk=98.5; priority=37.9; current_mrr=$2688.13.,0,0,0,0,10.25,2,46.5385,97.475,0
C001683,Enterprise,Europe,Referral,Pro,1456,680.04,677.07,32499.3,14.27,81.91,37.94,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=14.3; revenue_risk=81.9; priority=37.9; current_mrr=$680.04.,0,0,1,0,8.9,4,40.3846,88.714,0
C001743,Enterprise,APAC,Outbound,Pro,825,1007.04,1013.28,36478.15,10.67,88.57,37.93,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=10.7; revenue_risk=88.6; priority=37.9; current_mrr=$1007.04.,0,0,0,1,2.5,1,37.5,81.965,0
C002195,SMB,North America,Outbound,Growth,516,144.31,144.59,2458.08,40.78,32.63,37.93,low,usage decline,product adoption campaign,Tier=low; driver=usage decline; churn_risk=40.8; revenue_risk=32.6; priority=37.9; current_mrr=$144.31.,0,0,1,0,-3.0,8,22.3077,56.8675,0
C000913,SMB,North America,Referral,Pro,940,703.8,703.61,21812.0,14.21,81.93,37.91,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=14.2; revenue_risk=81.9; priority=37.9; current_mrr=$703.80.,0,0,1,0,-0.8,2,41.1538,76.6325,0
C001313,SMB,North America,Affiliate,Pro,327,533.49,538.93,6467.2,19.6,71.92,37.91,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=19.6; revenue_risk=71.9; priority=37.9; current_mrr=$533.49.,0,0,1,0,1.75,6,32.9231,89.585,0
C002758,SMB,LATAM,Organic,Pro,551,420.62,420.63,7991.94,22.9,65.76,37.9,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=22.9; revenue_risk=65.8; priority=37.9; current_mrr=$420.62.,0,0,1,0,-0.5,7,36.6923,87.0825,0
C000615,Mid-Market,Europe,Affiliate,Pro,472,352.2,357.14,6428.5,25.6,60.75,37.9,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=25.6; revenue_risk=60.8; priority=37.9; current_mrr=$352.20.,0,0,0,0,-1.6,6,35.0769,91.8575,0
C000810,Startup,APAC,Paid Search,Growth,0,260.03,254.79,254.79,32.88,47.14,37.87,low,low NPS,monitor only,Tier=low; driver=low NPS; churn_risk=32.9; revenue_risk=47.1; priority=37.9; current_mrr=$260.03.,1,0,1,0,10.0,0,7.0,38.03,0
C002734,SMB,APAC,Paid Search,Growth,1189,223.8,224.29,8971.65,31.7,49.3,37.86,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=31.7; revenue_risk=49.3; priority=37.9; current_mrr=$223.80.,1,0,1,0,1.25,5,20.25,55.71,0
C000133,SMB,LATAM,Paid Search,Pro,1377,452.2,452.53,21721.62,20.5,70.07,37.85,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=20.5; revenue_risk=70.1; priority=37.9; current_mrr=$452.20.,0,0,0,0,-0.75,8,31.6923,89.7125,0
C001172,Startup,Europe,Paid Search,Growth,558,265.17,265.46,5043.67,30.2,52.07,37.85,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=30.2; revenue_risk=52.1; priority=37.9; current_mrr=$265.17.,1,0,1,0,-1.0,3,25.3077,55.605,0
