subscription_id,customer_id,subscription_start_date,subscription_end_date,monthly_revenue,contract_type,billing_cycle,status
SUB000770,C000770,2023-08-02,,50.93,Monthly,Monthly,active
SUB000771,C000771,2024-09-30,2026-02-20,323.68,Annual,Annual,churned
SUB000772,C000772,2026-02-18,,206.12,Monthly,Monthly,active
SUB000773,C000773,2022-01-09,,294.89,Monthly,Monthly,active
SUB000774,C000774,2025-01-08,,96.79,Monthly,Monthly,active
SUB000775,C000775,2025-07-20,,158.15,Annual,Annual,active
SUB000776,C000776,2025-12-19,,37.71,Monthly,Monthly,active
SUB000777,C000777,2023-10-11,,461.59,Annual,Annual,active
SUB000778,C000778,2022-07-02,,821.52,Annual,Annual,active
SUB000779,C000779,2023-02-20,,136.31,Monthly,Monthly,at_risk
SUB000780,C000780,2025-07-30,,77.4,Monthly,Monthly,active
SUB000781,C000781,2025-09-09,2026-01-27,46.77,Monthly,Quarterly,churned
SUB000782,C000782,2024-09-03,,143.1,Monthly,Quarterly,active
SUB000783,C000783,2022-07-11,,24.23,Monthly,Monthly,active
SUB000784,C000784,2022-07-10,,61.05,Monthly,Monthly,active
SUB000785,C000785,2024-01-11,,69.06,Monthly,Monthly,active
SUB000786,C000786,2024-06-15,,1004.64,Monthly,Monthly,active
SUB000787,C000787,2022-03-02,2025-09-28,672.78,Monthly,Monthly,churned
SUB000788,C000788,2024-11-22,2025-10-30,214.3,Annual,Annual,churned
SUB000789,C000789,2024-04-19,,84.98,Monthly,Monthly,at_risk
SUB000790,C000790,2022-01-29,,1863.14,Annual,Annual,active
SUB000791,C000791,2022-06-08,,804.71,Monthly,Monthly,at_risk
SUB000792,C000792,2023-11-25,,104.5,Annual,Quarterly,active
SUB000793,C000793,2025-01-17,2026-02-24,57.46,Monthly,Monthly,churned
SUB000794,C000794,2025-06-09,2025-12-18,165.88,Monthly,Monthly,churned
SUB000795,C000795,2023-10-18,,363.68,Annual,Annual,active
SUB000796,C000796,2023-03-27,,791.33,Annual,Annual,active
SUB000797,C000797,2026-01-20,,1123.06,Annual,Annual,active
SUB000798,C000798,2023-12-01,,75.02,Monthly,Monthly,active
SUB000799,C000799,2023-05-04,,1237.68,Annual,Annual,active
SUB000800,C000800,2023-11-05,,68.27,Monthly,Monthly,active
SUB000801,C000801,2022-01-29,2026-01-22,64.15,Monthly,Monthly,churned
SUB000802,C000802,2023-04-07,,529.32,Monthly,Quarterly,active
SUB000803,C000803,2024-03-01,2026-01-22,290.84,Monthly,Quarterly,churned
SUB000804,C000804,2025-10-29,,288.02,Annual,Annual,active
SUB000805,C000805,2025-02-10,,45.45,Monthly,Monthly,at_risk
SUB000806,C000806,2025-04-07,2025-11-11,296.84,Monthly,Monthly,churned
SUB000807,C000807,2024-04-17,2025-12-07,22.69,Monthly,Monthly,churned
SUB000808,C000808,2022-06-25,,156.6,Monthly,Monthly,at_risk
SUB000809,C000809,2023-08-26,,261.58,Monthly,Quarterly,at_risk
SUB000810,C000810,2026-03-01,,260.03,Monthly,Monthly,at_risk
SUB000811,C000811,2022-03-10,2025-06-29,208.35,Monthly,Monthly,churned
SUB000812,C000812,2025-09-10,,2041.05,Annual,Quarterly,active
SUB000813,C000813,2024-11-15,,297.08,Monthly,Monthly,active
SUB000814,C000814,2023-03-11,,818.9,Annual,Annual,active
SUB000815,C000815,2025-03-29,,99.0,Monthly,Quarterly,active
SUB000816,C000816,2025-07-09,2026-01-26,32.92,Annual,Annual,churned
SUB000817,C000817,2022-03-11,,186.85,Monthly,Monthly,active
SUB000818,C000818,2022-06-24,,131.36,Monthly,Monthly,active
SUB000819,C000819,2024-10-19,,60.36,Monthly,Monthly,active
SUB000820,C000820,2026-03-01,,1774.28,Annual,Annual,active
SUB000821,C000821,2022-02-15,,325.84,Monthly,Monthly,active
SUB000822,C000822,2024-10-10,,190.31,Monthly,Monthly,active
SUB000823,C000823,2022-07-27,,354.76,Annual,Quarterly,active
SUB000824,C000824,2024-09-18,,209.72,Monthly,Monthly,at_risk
SUB000825,C000825,2024-08-11,2026-01-18,37.83,Annual,Quarterly,churned
SUB000826,C000826,2022-05-27,,675.03,Annual,Annual,active
SUB000827,C000827,2024-11-13,,164.19,Monthly,Monthly,active
SUB000828,C000828,2025-09-27,2026-02-17,1745.03,Annual,Annual,churned
SUB000829,C000829,2025-08-14,2026-02-03,78.49,Annual,Annual,churned
SUB000830,C000830,2022-02-15,2025-10-12,405.99,Annual,Annual,churned
SUB000831,C000831,2023-01-16,2025-10-18,27.99,Monthly,Monthly,churned
SUB000832,C000832,2023-01-03,,321.66,Monthly,Monthly,active
SUB000833,C000833,2023-11-26,2025-12-21,32.81,Monthly,Monthly,churned
SUB000834,C000834,2022-08-15,2025-12-03,214.45,Monthly,Monthly,churned
SUB000835,C000835,2025-08-02,2025-12-27,41.2,Monthly,Monthly,churned
SUB000836,C000836,2025-04-07,2026-02-09,145.35,Monthly,Monthly,churned
SUB000837,C000837,2025-05-20,,53.9,Monthly,Monthly,active
SUB000838,C000838,2022-11-01,,115.24,Monthly,Quarterly,active
SUB000839,C000839,2022-02-05,2025-10-29,588.0,Monthly,Monthly,churned
SUB000840,C000840,2025-10-30,,540.74,Monthly,Quarterly,at_risk
SUB000841,C000841,2023-03-30,,268.77,Monthly,Monthly,active
SUB000842,C000842,2024-10-05,,988.28,Annual,Annual,active
SUB000843,C000843,2025-10-25,,245.31,Monthly,Quarterly,active
SUB000844,C000844,2022-02-25,2025-09-26,229.45,Monthly,Monthly,churned
SUB000845,C000845,2022-01-17,,228.41,Monthly,Monthly,at_risk
SUB000846,C000846,2022-01-15,,431.0,Annual,Annual,active
SUB000847,C000847,2022-08-29,,45.17,Monthly,Monthly,active
SUB000848,C000848,2022-03-21,2026-01-22,37.19,Monthly,Monthly,churned
SUB000849,C000849,2025-06-03,2026-02-12,898.1,Annual,Annual,churned
SUB000850,C000850,2024-07-23,,312.96,Annual,Annual,active
SUB000851,C000851,2026-02-11,,64.87,Monthly,Monthly,at_risk
SUB000852,C000852,2025-05-14,,146.03,Monthly,Monthly,active
SUB000853,C000853,2026-01-05,,190.13,Monthly,Monthly,at_risk
SUB000854,C000854,2023-01-08,,564.61,Monthly,Monthly,active
SUB000855,C000855,2023-03-15,2025-12-30,34.14,Monthly,Quarterly,churned
SUB000856,C000856,2025-07-25,,103.47,Annual,Annual,active
SUB000857,C000857,2023-01-08,,417.88,Annual,Annual,active
SUB000858,C000858,2022-04-01,,38.8,Monthly,Monthly,active
SUB000859,C000859,2024-10-15,,317.81,Annual,Annual,at_risk
SUB000860,C000860,2025-05-16,2026-02-14,117.97,Monthly,Monthly,churned
SUB000861,C000861,2026-01-19,,241.58,Annual,Quarterly,active
SUB000862,C000862,2025-11-24,2026-02-25,136.69,Monthly,Monthly,churned
SUB000863,C000863,2022-07-02,,62.64,Monthly,Quarterly,active
SUB000864,C000864,2025-03-30,2026-02-10,85.72,Monthly,Monthly,churned
SUB000865,C000865,2025-07-17,2026-02-28,81.29,Monthly,Monthly,churned
SUB000866,C000866,2024-12-04,2026-02-17,596.06,Monthly,Monthly,churned
SUB000867,C000867,2025-06-13,,311.04,Monthly,Monthly,active
SUB000868,C000868,2025-06-27,,771.93,Annual,Annual,active
SUB000869,C000869,2023-11-24,,430.76,Monthly,Monthly,active
SUB000870,C000870,2022-03-03,,875.82,Annual,Annual,active
SUB000871,C000871,2023-11-30,,225.62,Annual,Quarterly,active
SUB000872,C000872,2022-11-05,,348.45,Annual,Annual,at_risk
SUB000873,C000873,2022-06-29,2025-06-05,338.39,Monthly,Monthly,churned
SUB000874,C000874,2022-07-17,2025-11-30,1272.6,Annual,Annual,churned
SUB000875,C000875,2024-12-05,,4167.87,Monthly,Monthly,active
SUB000876,C000876,2024-02-17,,140.61,Annual,Annual,active
SUB000877,C000877,2024-04-11,2026-02-04,1618.38,Monthly,Monthly,churned
SUB000878,C000878,2025-02-20,,342.88,Monthly,Monthly,active
SUB000879,C000879,2024-04-19,2025-09-25,410.93,Annual,Annual,churned
SUB000880,C000880,2024-08-17,2025-11-05,63.67,Monthly,Quarterly,churned
SUB000881,C000881,2022-05-13,,175.3,Monthly,Monthly,active
SUB000882,C000882,2025-07-21,,520.64,Monthly,Monthly,active
SUB000883,C000883,2023-11-23,,460.01,Annual,Annual,active
SUB000884,C000884,2022-08-24,,169.87,Monthly,Monthly,active
SUB000885,C000885,2025-06-04,2026-01-31,77.15,Monthly,Monthly,churned
SUB000886,C000886,2025-02-04,,378.26,Monthly,Monthly,active
SUB000887,C000887,2022-03-24,,29.59,Monthly,Monthly,active
SUB000888,C000888,2022-11-01,2025-10-02,64.78,Annual,Quarterly,churned
SUB000889,C000889,2022-02-01,,121.27,Monthly,Monthly,active
SUB000890,C000890,2023-02-23,,359.15,Monthly,Quarterly,active
SUB000891,C000891,2022-06-12,,433.23,Monthly,Monthly,active
SUB000892,C000892,2024-12-23,2026-01-25,46.52,Monthly,Monthly,churned
SUB000893,C000893,2024-03-09,,249.43,Monthly,Monthly,active
SUB000894,C000894,2026-02-06,,1277.32,Annual,Annual,active
SUB000895,C000895,2025-02-15,,254.51,Monthly,Monthly,active
SUB000896,C000896,2024-07-21,2026-01-01,60.34,Monthly,Monthly,churned
SUB000897,C000897,2024-02-28,,1333.47,Annual,Annual,active
SUB000898,C000898,2022-03-26,,170.45,Annual,Annual,active
SUB000899,C000899,2022-04-25,,95.44,Monthly,Monthly,at_risk
SUB000900,C000900,2024-07-29,,530.18,Annual,Quarterly,active
SUB000901,C000901,2022-01-13,,2233.4,Annual,Annual,active
SUB000902,C000902,2022-03-09,,697.42,Annual,Annual,active
SUB000903,C000903,2022-12-08,,93.16,Monthly,Monthly,active
SUB000904,C000904,2025-09-13,,243.05,Monthly,Monthly,active
SUB000905,C000905,2023-12-08,,367.15,Monthly,Monthly,active
SUB000906,C000906,2024-12-18,,2998.27,Annual,Annual,active
SUB000907,C000907,2023-09-26,2025-06-10,174.79,Monthly,Monthly,churned
SUB000908,C000908,2022-10-01,,117.37,Monthly,Monthly,active
SUB000909,C000909,2023-07-29,,249.88,Annual,Annual,active
SUB000910,C000910,2022-05-28,2025-12-18,40.43,Annual,Annual,churned
SUB000911,C000911,2025-03-20,,39.22,Annual,Annual,active
SUB000912,C000912,2022-10-13,,83.79,Monthly,Monthly,active
SUB000913,C000913,2023-08-04,,703.8,Monthly,Monthly,active
SUB000914,C000914,2026-02-12,,34.29,Monthly,Monthly,active
SUB000915,C000915,2024-06-23,2026-01-07,77.19,Monthly,Monthly,churned
SUB000916,C000916,2023-12-03,,604.59,Annual,Quarterly,active
SUB000917,C000917,2024-04-16,,280.27,Annual,Annual,active
SUB000918,C000918,2025-04-15,,52.96,Monthly,Monthly,active
SUB000919,C000919,2023-01-28,,183.37,Annual,Annual,active
SUB000920,C000920,2024-08-25,,59.19,Monthly,Monthly,at_risk
SUB000921,C000921,2025-08-29,,546.44,Monthly,Monthly,active
SUB000922,C000922,2024-05-31,2026-02-04,58.34,Monthly,Monthly,churned
SUB000923,C000923,2023-11-23,,600.92,Annual,Annual,at_risk
SUB000924,C000924,2022-08-16,,300.97,Monthly,Monthly,active
SUB000925,C000925,2023-01-20,,40.71,Annual,Annual,at_risk
SUB000926,C000926,2025-12-11,,43.03,Monthly,Monthly,active
SUB000927,C000927,2024-04-08,,147.18,Monthly,Monthly,active
SUB000928,C000928,2023-04-04,,179.77,Monthly,Monthly,at_risk
SUB000929,C000929,2023-10-05,,166.33,Monthly,Monthly,active
SUB000930,C000930,2024-06-07,2025-09-27,592.91,Annual,Annual,churned
SUB000931,C000931,2024-04-08,,102.01,Monthly,Monthly,at_risk
SUB000932,C000932,2024-12-08,,1741.49,Annual,Annual,active
SUB000933,C000933,2023-02-08,2026-02-08,39.38,Monthly,Monthly,churned
SUB000934,C000934,2024-09-22,,151.08,Monthly,Monthly,active
SUB000935,C000935,2023-11-15,,316.83,Monthly,Monthly,active
SUB000936,C000936,2025-12-06,,91.46,Monthly,Quarterly,at_risk
SUB000937,C000937,2022-09-07,2025-09-23,48.5,Monthly,Monthly,churned
SUB000938,C000938,2022-08-23,2026-02-14,30.99,Monthly,Monthly,churned
SUB000939,C000939,2023-12-11,,58.92,Monthly,Quarterly,at_risk
SUB000940,C000940,2024-02-20,,243.34,Monthly,Monthly,active
SUB000941,C000941,2024-11-27,,493.97,Annual,Annual,active
SUB000942,C000942,2023-09-10,,1312.95,Annual,Annual,active
SUB000943,C000943,2025-10-24,2026-02-03,803.64,Annual,Annual,churned
SUB000944,C000944,2023-12-29,,528.5,Annual,Annual,active
SUB000945,C000945,2022-07-25,,649.01,Annual,Annual,active
SUB000946,C000946,2022-07-08,,213.0,Monthly,Monthly,active
SUB000947,C000947,2026-01-21,,137.44,Monthly,Monthly,active
SUB000948,C000948,2022-08-04,2025-08-06,155.17,Monthly,Monthly,churned
SUB000949,C000949,2025-12-19,,33.86,Annual,Annual,active
SUB000950,C000950,2023-03-05,,324.7,Monthly,Monthly,active
SUB000951,C000951,2022-06-04,,854.53,Monthly,Monthly,active
SUB000952,C000952,2023-04-15,,46.46,Monthly,Quarterly,active
SUB000953,C000953,2024-07-25,,341.11,Annual,Annual,at_risk
SUB000954,C000954,2023-10-27,,91.11,Monthly,Monthly,active
SUB000955,C000955,2025-04-14,,103.72,Monthly,Monthly,at_risk
SUB000956,C000956,2024-07-30,2026-02-16,217.05,Monthly,Monthly,churned
SUB000957,C000957,2023-09-09,,398.56,Monthly,Monthly,active
SUB000958,C000958,2024-08-25,,523.38,Annual,Quarterly,active
SUB000959,C000959,2026-01-21,,152.97,Monthly,Monthly,active
SUB000960,C000960,2023-10-01,,1294.41,Monthly,Monthly,active
SUB000961,C000961,2022-09-05,,1184.29,Annual,Annual,at_risk
SUB000962,C000962,2023-09-16,,59.63,Annual,Quarterly,active
SUB000963,C000963,2025-07-14,2026-02-08,206.82,Monthly,Monthly,churned
SUB000964,C000964,2022-12-09,,113.73,Monthly,Quarterly,at_risk
SUB000965,C000965,2025-12-22,,1252.44,Annual,Annual,active
SUB000966,C000966,2024-06-15,,46.07,Monthly,Monthly,active
SUB000967,C000967,2024-07-11,,369.37,Annual,Annual,active
SUB000968,C000968,2023-05-03,,852.81,Annual,Annual,active
SUB000969,C000969,2025-11-01,2026-02-22,210.88,Monthly,Monthly,churned
SUB000970,C000970,2022-03-10,,74.86,Monthly,Monthly,active
SUB000971,C000971,2023-04-08,2026-02-14,73.55,Monthly,Monthly,churned
SUB000972,C000972,2023-09-29,,324.6,Monthly,Monthly,active
SUB000973,C000973,2024-01-01,,175.43,Monthly,Monthly,active
SUB000974,C000974,2024-01-03,,54.18,Monthly,Monthly,active
SUB000975,C000975,2022-08-19,,196.58,Monthly,Monthly,active
SUB000976,C000976,2022-12-16,2025-09-22,149.16,Annual,Annual,churned
SUB000977,C000977,2022-05-27,2025-08-26,827.28,Monthly,Monthly,churned
SUB000978,C000978,2024-05-21,2026-02-06,217.9,Monthly,Monthly,churned
SUB000979,C000979,2023-07-02,,56.95,Annual,Annual,active
SUB000980,C000980,2024-05-23,,2628.49,Annual,Annual,active
SUB000981,C000981,2024-06-16,2026-02-15,26.19,Monthly,Monthly,churned
SUB000982,C000982,2024-12-11,2026-02-19,154.65,Monthly,Quarterly,churned
SUB000983,C000983,2024-04-21,,487.35,Annual,Annual,active
SUB000984,C000984,2024-09-24,,203.57,Monthly,Monthly,at_risk
SUB000985,C000985,2024-06-19,2026-02-25,80.57,Monthly,Quarterly,churned
SUB000986,C000986,2024-10-01,,48.92,Monthly,Quarterly,active
SUB000987,C000987,2024-07-27,,65.86,Monthly,Monthly,at_risk
SUB000988,C000988,2023-04-26,,193.65,Monthly,Monthly,at_risk
SUB000989,C000989,2023-01-16,,257.14,Annual,Quarterly,active
SUB000990,C000990,2025-04-14,,77.48,Monthly,Monthly,at_risk
SUB000991,C000991,2023-06-16,,53.51,Monthly,Monthly,at_risk
SUB000992,C000992,2024-04-19,,610.77,Annual,Annual,active
SUB000993,C000993,2022-11-02,,1253.23,Annual,Annual,active
SUB000994,C000994,2023-10-26,,169.67,Annual,Annual,at_risk
SUB000995,C000995,2024-03-30,2025-12-27,78.65,Monthly,Quarterly,churned
SUB000996,C000996,2024-08-10,,1365.55,Annual,Annual,active
SUB000997,C000997,2024-03-19,2026-02-25,535.53,Annual,Quarterly,churned
SUB000998,C000998,2023-07-08,,84.77,Monthly,Quarterly,at_risk
SUB000999,C000999,2026-01-01,,620.38,Monthly,Monthly,active
SUB001000,C001000,2024-03-02,,95.81,Monthly,Monthly,active
SUB001001,C001001,2025-05-26,2026-01-30,406.08,Monthly,Monthly,churned
SUB001002,C001002,2025-01-26,,75.46,Annual,Annual,active
SUB001003,C001003,2024-05-09,,133.04,Monthly,Monthly,at_risk
SUB001004,C001004,2025-09-19,,69.25,Monthly,Monthly,at_risk
SUB001005,C001005,2022-07-24,,1811.8,Annual,Annual,active
SUB001006,C001006,2025-11-07,2026-02-25,72.49,Annual,Annual,churned
SUB001007,C001007,2025-07-20,,861.89,Annual,Quarterly,active
SUB001008,C001008,2024-02-06,,226.76,Monthly,Monthly,active
SUB001009,C001009,2025-01-19,,108.7,Monthly,Monthly,at_risk
SUB001010,C001010,2024-03-03,,1000.65,Annual,Annual,active
SUB001011,C001011,2023-02-20,2025-09-19,200.82,Monthly,Monthly,churned
SUB001012,C001012,2025-05-02,,202.76,Annual,Annual,active
SUB001013,C001013,2023-01-19,,49.33,Annual,Annual,active
SUB001014,C001014,2023-05-02,2025-10-04,55.16,Annual,Annual,churned
SUB001015,C001015,2024-03-05,2026-02-05,75.29,Monthly,Monthly,churned
SUB001016,C001016,2025-06-27,,600.23,Annual,Annual,active
SUB001017,C001017,2023-08-14,,213.46,Annual,Quarterly,active
SUB001018,C001018,2024-02-03,2026-02-06,205.58,Monthly,Monthly,churned
SUB001019,C001019,2022-03-10,,670.85,Annual,Annual,active
SUB001020,C001020,2022-07-08,,2157.89,Monthly,Monthly,active
SUB001021,C001021,2022-03-31,,34.69,Annual,Annual,at_risk
SUB001022,C001022,2022-04-21,,652.48,Monthly,Monthly,active
SUB001023,C001023,2025-08-22,,3891.11,Annual,Annual,active
SUB001024,C001024,2025-07-16,,54.34,Monthly,Monthly,active
SUB001025,C001025,2025-06-16,2025-12-14,863.51,Monthly,Monthly,churned
SUB001026,C001026,2022-04-09,,312.92,Monthly,Monthly,active
SUB001027,C001027,2022-04-30,2025-08-08,454.29,Monthly,Monthly,churned
SUB001028,C001028,2023-03-03,,983.97,Annual,Annual,at_risk
SUB001029,C001029,2024-05-17,,102.31,Annual,Annual,active
SUB001030,C001030,2023-06-06,,308.39,Monthly,Monthly,active
SUB001031,C001031,2024-01-26,,52.6,Monthly,Monthly,active
SUB001032,C001032,2022-09-24,2025-08-19,93.16,Monthly,Monthly,churned
SUB001033,C001033,2025-01-20,,3470.56,Annual,Annual,active
SUB001034,C001034,2023-05-02,,54.19,Monthly,Monthly,active
SUB001035,C001035,2022-04-25,,1503.56,Annual,Quarterly,active
SUB001036,C001036,2025-02-04,2026-01-23,626.0,Annual,Quarterly,churned
SUB001037,C001037,2025-10-18,,880.8,Annual,Quarterly,active
SUB001038,C001038,2022-02-04,,481.77,Annual,Annual,active
SUB001039,C001039,2023-10-27,,1131.38,Annual,Annual,active
SUB001040,C001040,2025-06-23,,1063.39,Annual,Annual,active
SUB001041,C001041,2024-12-18,,658.41,Annual,Annual,active
SUB001042,C001042,2025-08-08,2026-02-18,69.62,Monthly,Monthly,churned
SUB001043,C001043,2023-09-27,,429.42,Annual,Annual,active
SUB001044,C001044,2023-08-03,,504.88,Annual,Annual,at_risk
SUB001045,C001045,2024-12-13,,121.03,Annual,Annual,active
SUB001046,C001046,2022-08-23,,199.66,Monthly,Monthly,active
SUB001047,C001047,2023-01-05,,212.53,Monthly,Quarterly,active
SUB001048,C001048,2024-07-11,2026-01-28,113.04,Annual,Annual,churned
SUB001049,C001049,2024-10-15,,142.51,Monthly,Monthly,active
SUB001050,C001050,2022-07-05,,296.34,Monthly,Monthly,active
SUB001051,C001051,2024-02-17,,3702.7,Annual,Quarterly,active
SUB001052,C001052,2023-07-10,,487.15,Monthly,Monthly,active
SUB001053,C001053,2024-02-04,,669.51,Annual,Annual,at_risk
SUB001054,C001054,2025-12-29,,920.53,Annual,Quarterly,at_risk
SUB001055,C001055,2022-05-11,,186.9,Monthly,Monthly,at_risk
SUB001056,C001056,2026-03-01,,33.57,Monthly,Monthly,active
SUB001057,C001057,2023-11-24,,472.48,Annual,Annual,active
SUB001058,C001058,2025-03-29,,123.47,Monthly,Monthly,active
SUB001059,C001059,2023-10-10,,37.05,Monthly,Monthly,at_risk
SUB001060,C001060,2023-04-18,,47.99,Monthly,Monthly,active
SUB001061,C001061,2025-03-22,,63.93,Annual,Annual,at_risk
SUB001062,C001062,2024-11-25,,739.73,Monthly,Monthly,active
SUB001063,C001063,2022-08-14,,78.21,Monthly,Monthly,at_risk
SUB001064,C001064,2024-12-20,,183.87,Monthly,Monthly,active
SUB001065,C001065,2025-02-23,2026-02-03,33.92,Monthly,Monthly,churned
SUB001066,C001066,2023-08-17,2025-11-16,199.2,Monthly,Monthly,churned
SUB001067,C001067,2025-11-19,2026-02-21,37.05,Monthly,Monthly,churned
SUB001068,C001068,2024-09-08,,213.57,Monthly,Quarterly,active
SUB001069,C001069,2023-06-02,,152.77,Monthly,Monthly,active
SUB001070,C001070,2022-01-27,,140.49,Annual,Quarterly,active
SUB001071,C001071,2024-11-01,2026-01-30,52.79,Monthly,Monthly,churned
SUB001072,C001072,2022-11-24,,174.01,Annual,Annual,active
SUB001073,C001073,2025-03-07,2026-02-02,118.11,Monthly,Monthly,churned
SUB001074,C001074,2024-03-15,,1585.78,Monthly,Monthly,active
SUB001075,C001075,2023-12-15,2026-02-24,2151.63,Annual,Annual,churned
SUB001076,C001076,2022-09-13,,307.05,Monthly,Monthly,active
SUB001077,C001077,2024-12-21,,235.48,Monthly,Monthly,active
SUB001078,C001078,2022-09-10,,41.97,Monthly,Monthly,at_risk
SUB001079,C001079,2023-10-02,,77.41,Monthly,Monthly,active
SUB001080,C001080,2025-07-02,,139.54,Monthly,Monthly,active
SUB001081,C001081,2025-11-06,2026-01-27,49.57,Monthly,Monthly,churned
SUB001082,C001082,2026-02-17,,230.32,Monthly,Quarterly,at_risk
SUB001083,C001083,2026-01-06,,115.89,Monthly,Quarterly,active
SUB001084,C001084,2024-04-29,2025-08-29,154.42,Monthly,Monthly,churned
SUB001085,C001085,2022-11-10,2025-09-14,87.33,Monthly,Quarterly,churned
SUB001086,C001086,2025-07-03,,181.9,Annual,Annual,active
SUB001087,C001087,2025-05-17,,60.98,Annual,Annual,active
SUB001088,C001088,2026-02-23,,642.49,Annual,Quarterly,active
SUB001089,C001089,2024-09-24,,101.2,Monthly,Monthly,at_risk
SUB001090,C001090,2022-08-10,2026-02-23,50.45,Monthly,Monthly,churned
SUB001091,C001091,2024-02-15,2026-02-10,30.94,Monthly,Monthly,churned
SUB001092,C001092,2023-11-19,2025-09-19,49.23,Monthly,Monthly,churned
SUB001093,C001093,2025-07-17,,107.14,Monthly,Monthly,active
SUB001094,C001094,2023-08-22,2025-08-18,47.61,Monthly,Quarterly,churned
SUB001095,C001095,2023-05-27,2025-01-26,29.75,Annual,Quarterly,churned
SUB001096,C001096,2022-05-16,,345.74,Monthly,Monthly,active
SUB001097,C001097,2025-06-26,,233.84,Monthly,Monthly,active
SUB001098,C001098,2025-02-25,2026-02-16,95.28,Monthly,Monthly,churned
SUB001099,C001099,2022-03-18,2025-01-25,609.75,Monthly,Monthly,churned
SUB001100,C001100,2023-10-28,,89.72,Monthly,Monthly,active
SUB001101,C001101,2024-01-10,2026-01-08,181.29,Monthly,Monthly,churned
SUB001102,C001102,2023-12-17,,465.0,Annual,Annual,active
SUB001103,C001103,2025-11-03,,367.96,Annual,Annual,at_risk
SUB001104,C001104,2022-08-28,2025-09-05,175.23,Monthly,Monthly,churned
SUB001105,C001105,2023-04-24,,310.26,Annual,Annual,active
SUB001106,C001106,2022-10-09,2026-01-12,654.83,Monthly,Monthly,churned
SUB001107,C001107,2023-01-08,,121.01,Annual,Annual,active
SUB001108,C001108,2025-10-16,2026-02-17,46.22,Monthly,Monthly,churned
SUB001109,C001109,2025-12-09,,130.72,Monthly,Quarterly,active
SUB001110,C001110,2022-03-22,2025-11-22,75.01,Monthly,Quarterly,churned
SUB001111,C001111,2024-08-30,,70.27,Monthly,Monthly,active
SUB001112,C001112,2022-12-31,,20.0,Annual,Annual,at_risk
SUB001113,C001113,2022-10-22,,61.67,Monthly,Monthly,at_risk
SUB001114,C001114,2023-03-27,,221.07,Monthly,Monthly,active
SUB001115,C001115,2022-10-31,,139.58,Annual,Annual,active
SUB001116,C001116,2024-01-23,2025-05-22,52.39,Monthly,Monthly,churned
SUB001117,C001117,2026-03-01,,138.98,Monthly,Monthly,at_risk
SUB001118,C001118,2024-06-24,,195.49,Monthly,Monthly,active
SUB001119,C001119,2025-01-07,,2080.3,Annual,Annual,active
SUB001120,C001120,2024-02-03,,117.42,Monthly,Monthly,active
SUB001121,C001121,2022-02-03,,38.2,Annual,Annual,active
SUB001122,C001122,2022-05-18,2025-11-13,157.71,Monthly,Monthly,churned
SUB001123,C001123,2023-02-18,,27.46,Monthly,Monthly,active
SUB001124,C001124,2023-01-17,2026-01-25,132.21,Annual,Quarterly,churned
SUB001125,C001125,2025-07-09,,810.31,Annual,Quarterly,active
SUB001126,C001126,2025-07-19,,244.34,Monthly,Monthly,active
SUB001127,C001127,2025-08-01,,47.19,Monthly,Monthly,active
SUB001128,C001128,2024-09-10,,126.25,Monthly,Monthly,active
SUB001129,C001129,2024-05-01,2025-12-06,1067.89,Monthly,Monthly,churned
SUB001130,C001130,2024-09-14,,366.99,Monthly,Monthly,active
SUB001131,C001131,2023-09-18,2026-02-25,44.32,Monthly,Monthly,churned
SUB001132,C001132,2024-10-29,2026-02-07,34.59,Annual,Quarterly,churned
SUB001133,C001133,2025-05-01,2026-02-22,55.23,Annual,Quarterly,churned
SUB001134,C001134,2025-03-15,,62.11,Annual,Annual,active
SUB001135,C001135,2024-07-31,,112.26,Monthly,Monthly,active
SUB001136,C001136,2022-04-07,2026-01-13,237.62,Monthly,Monthly,churned
SUB001137,C001137,2025-01-06,,62.14,Monthly,Monthly,active
SUB001138,C001138,2023-07-18,,2236.73,Annual,Annual,active
SUB001139,C001139,2025-02-05,2026-01-26,47.45,Monthly,Monthly,churned
SUB001140,C001140,2024-04-05,,1600.35,Annual,Quarterly,active
SUB001141,C001141,2025-09-11,2026-02-25,146.93,Monthly,Quarterly,churned
SUB001142,C001142,2023-06-11,,3121.14,Annual,Quarterly,active
SUB001143,C001143,2025-11-19,,483.02,Monthly,Monthly,active
SUB001144,C001144,2025-07-16,,55.22,Monthly,Monthly,active
SUB001145,C001145,2023-05-22,,133.2,Annual,Annual,active
SUB001146,C001146,2024-01-07,2025-08-18,370.38,Monthly,Monthly,churned
SUB001147,C001147,2024-04-01,,175.96,Annual,Annual,active
SUB001148,C001148,2025-03-23,,222.07,Monthly,Monthly,at_risk
SUB001149,C001149,2024-11-15,,345.06,Annual,Annual,active
SUB001150,C001150,2025-07-21,,58.22,Monthly,Monthly,active
SUB001151,C001151,2023-07-17,,59.75,Monthly,Monthly,at_risk
SUB001152,C001152,2024-02-14,2026-02-03,534.72,Monthly,Monthly,churned
SUB001153,C001153,2023-10-18,2025-07-31,25.51,Monthly,Monthly,churned
SUB001154,C001154,2025-10-22,,841.87,Annual,Quarterly,active
SUB001155,C001155,2023-04-15,2026-01-18,29.75,Monthly,Monthly,churned
SUB001156,C001156,2024-06-20,,162.12,Monthly,Monthly,active
