customer_id,signup_date,segment,region,acquisition_channel,plan_type
C000870,2022-03-03,Enterprise,North America,Outbound,Enterprise
C000871,2023-11-25,Enterprise,North America,Organic,Pro
C000872,2022-11-03,Enterprise,North America,Outbound,Pro
C000873,2022-06-22,SMB,Europe,Outbound,Growth
C000874,2022-07-09,Enterprise,North America,Outbound,Enterprise
C000875,2024-11-26,Mid-Market,North America,Outbound,Enterprise
C000876,2024-02-06,SMB,North America,Paid Search,Basic
C000877,2024-03-31,Mid-Market,North America,Organic,Pro
C000878,2025-02-06,SMB,North America,Partner,Growth
C000879,2024-04-13,SMB,Europe,Outbound,Growth
C000880,2024-08-15,SMB,North America,Paid Search,Basic
C000881,2022-05-11,Startup,North America,Affiliate,Growth
C000882,2025-07-17,SMB,Europe,Outbound,Pro
C000883,2023-11-14,Enterprise,LATAM,Referral,Pro
C000884,2022-08-24,Mid-Market,North America,Referral,Growth
C000885,2025-05-21,SMB,North America,Paid Search,Basic
C000886,2025-01-21,SMB,North America,Organic,Pro
C000887,2022-03-22,SMB,APAC,Paid Search,Basic
C000888,2022-10-21,SMB,North America,Affiliate,Basic
C000889,2022-01-24,Mid-Market,North America,Paid Search,Growth
C000890,2023-02-16,SMB,Europe,Referral,Pro
C000891,2022-06-01,Mid-Market,North America,Affiliate,Pro
C000892,2024-12-15,Mid-Market,North America,Organic,Basic
C000893,2024-03-05,Mid-Market,North America,Outbound,Growth
C000894,2026-01-29,Enterprise,Europe,Organic,Enterprise
C000895,2025-02-13,SMB,Europe,Outbound,Growth
C000896,2024-07-18,Enterprise,Europe,Partner,Basic
C000897,2024-02-14,Mid-Market,LATAM,Partner,Enterprise
C000898,2022-03-24,Mid-Market,North America,Partner,Growth
C000899,2022-04-17,Mid-Market,APAC,Organic,Growth
C000900,2024-07-25,Enterprise,LATAM,Partner,Pro
C000901,2022-01-07,Enterprise,LATAM,Outbound,Enterprise
C000902,2022-03-06,SMB,LATAM,Affiliate,Pro
C000903,2022-11-30,Mid-Market,North America,Organic,Growth
C000904,2025-09-05,Mid-Market,North America,Paid Search,Pro
C000905,2023-11-29,SMB,Europe,Outbound,Pro
C000906,2024-12-14,Enterprise,North America,Outbound,Enterprise
C000907,2023-09-18,SMB,Europe,Partner,Growth
C000908,2022-09-21,Mid-Market,North America,Organic,Growth
C000909,2023-07-19,Startup,North America,Outbound,Pro
C000910,2022-05-20,SMB,APAC,Partner,Basic
C000911,2025-03-16,Enterprise,Europe,Partner,Basic
C000912,2022-10-06,SMB,Europe,Affiliate,Basic
C000913,2023-07-27,SMB,North America,Referral,Pro
C000914,2026-01-29,SMB,Europe,Affiliate,Basic
C000915,2024-06-18,SMB,APAC,Organic,Basic
C000916,2023-11-29,Mid-Market,Europe,Affiliate,Pro
C000917,2024-04-05,Enterprise,Europe,Outbound,Pro
C000918,2025-04-06,Startup,Europe,Outbound,Basic
C000919,2023-01-22,Mid-Market,North America,Outbound,Growth
C000920,2024-08-25,SMB,Europe,Outbound,Basic
C000921,2025-08-19,Mid-Market,APAC,Referral,Enterprise
C000922,2024-05-20,SMB,Europe,Outbound,Basic
C000923,2023-11-10,SMB,Europe,Outbound,Pro
C000924,2022-08-09,SMB,Europe,Paid Search,Growth
C000925,2023-01-13,Mid-Market,Europe,Partner,Basic
C000926,2025-12-08,SMB,APAC,Organic,Basic
C000927,2024-04-02,SMB,LATAM,Paid Search,Growth
C000928,2023-04-04,Mid-Market,North America,Paid Search,Growth
C000929,2023-09-28,Mid-Market,North America,Partner,Growth
C000930,2024-05-28,SMB,Europe,Partner,Pro
C000931,2024-03-28,Mid-Market,North America,Paid Search,Growth
C000932,2024-11-29,Enterprise,Europe,Organic,Enterprise
C000933,2023-01-27,Startup,LATAM,Outbound,Basic
C000934,2024-09-13,Mid-Market,Europe,Referral,Growth
C000935,2023-11-04,SMB,North America,Organic,Growth
C000936,2025-11-30,Mid-Market,LATAM,Organic,Growth
C000937,2022-08-29,SMB,LATAM,Outbound,Basic
C000938,2022-08-14,Mid-Market,North America,Outbound,Basic
C000939,2023-12-03,SMB,Europe,Organic,Basic
C000940,2024-02-12,SMB,Europe,Organic,Growth
C000941,2024-11-16,Enterprise,LATAM,Partner,Pro
C000942,2023-09-07,SMB,North America,Organic,Enterprise
C000943,2025-10-20,Enterprise,North America,Outbound,Pro
C000944,2023-12-22,Enterprise,Europe,Organic,Pro
C000945,2022-07-16,Enterprise,North America,Partner,Pro
C000946,2022-07-01,SMB,Europe,Partner,Growth
C000947,2026-01-19,Mid-Market,LATAM,Partner,Pro
C000948,2022-07-23,Startup,North America,Paid Search,Growth
C000949,2025-12-11,SMB,Europe,Organic,Basic
C000950,2023-02-27,Enterprise,APAC,Referral,Pro
C000951,2022-05-22,Mid-Market,Europe,Organic,Pro
C000952,2023-04-09,SMB,Europe,Organic,Basic
C000953,2024-07-23,SMB,Europe,Outbound,Growth
C000954,2023-10-13,Mid-Market,North America,Referral,Growth
C000955,2025-04-09,Mid-Market,North America,Referral,Growth
C000956,2024-07-17,SMB,Europe,Organic,Growth
C000957,2023-09-02,Enterprise,Europe,Outbound,Pro
C000958,2024-08-22,SMB,North America,Outbound,Pro
C000959,2026-01-16,SMB,North America,Affiliate,Growth
C000960,2023-09-18,Mid-Market,LATAM,Paid Search,Enterprise
C000961,2022-08-22,Enterprise,North America,Outbound,Enterprise
C000962,2023-09-14,SMB,LATAM,Partner,Basic
C000963,2025-06-30,SMB,North America,Outbound,Growth
C000964,2022-11-27,Startup,Europe,Affiliate,Basic
C000965,2025-12-13,Enterprise,North America,Organic,Enterprise
C000966,2024-06-13,SMB,North America,Paid Search,Basic
C000967,2024-07-03,SMB,Europe,Referral,Pro
C000968,2023-04-27,Enterprise,Europe,Organic,Pro
C000969,2025-10-31,Startup,North America,Affiliate,Growth
C000970,2022-02-24,Mid-Market,Europe,Organic,Growth
C000971,2023-03-30,SMB,Europe,Affiliate,Growth
C000972,2023-09-28,Mid-Market,North America,Outbound,Pro
C000973,2023-12-27,SMB,Europe,Paid Search,Growth
C000974,2023-12-22,SMB,North America,Partner,Basic
C000975,2022-08-13,SMB,Europe,Paid Search,Growth
C000976,2022-12-09,Mid-Market,North America,Outbound,Growth
C000977,2022-05-25,Mid-Market,Europe,Organic,Pro
C000978,2024-05-20,Startup,North America,Referral,Growth
C000979,2023-06-18,SMB,Europe,Paid Search,Basic
C000980,2024-05-09,Enterprise,Europe,Outbound,Enterprise
C000981,2024-06-15,Startup,APAC,Partner,Basic
C000982,2024-12-03,SMB,Europe,Partner,Growth
C000983,2024-04-11,Mid-Market,LATAM,Outbound,Pro
C000984,2024-09-11,SMB,North America,Organic,Growth
C000985,2024-06-11,SMB,North America,Organic,Growth
C000986,2024-09-18,SMB,North America,Paid Search,Basic
C000987,2024-07-26,SMB,Europe,Organic,Basic
C000988,2023-04-26,SMB,Europe,Organic,Growth
C000989,2023-01-10,Mid-Market,LATAM,Paid Search,Growth
C000990,2025-04-11,Mid-Market,Europe,Paid Search,Basic
C000991,2023-06-05,Startup,Europe,Paid Search,Basic
C000992,2024-04-14,Enterprise,North America,Partner,Pro
C000993,2022-10-27,SMB,North America,Paid Search,Enterprise
C000994,2023-10-18,Mid-Market,LATAM,Paid Search,Growth
C000995,2024-03-16,SMB,North America,Affiliate,Basic
C000996,2024-08-09,Mid-Market,North America,Outbound,Enterprise
C000997,2024-03-11,SMB,APAC,Paid Search,Pro
C000998,2023-07-03,SMB,APAC,Outbound,Basic
C000999,2026-01-01,SMB,Europe,Affiliate,Pro
C001000,2024-02-19,Startup,North America,Organic,Basic
C001001,2025-05-13,SMB,LATAM,Outbound,Growth
C001002,2025-01-24,Mid-Market,North America,Outbound,Basic
C001003,2024-04-28,Mid-Market,Europe,Referral,Growth
C001004,2025-09-09,Startup,North America,Organic,Basic
C001005,2022-07-14,Enterprise,APAC,Paid Search,Enterprise
C001006,2025-11-01,Mid-Market,APAC,Partner,Basic
C001007,2025-07-16,Enterprise,Europe,Outbound,Pro
C001008,2024-02-05,Mid-Market,North America,Partner,Pro
C001009,2025-01-19,Mid-Market,Europe,Organic,Basic
C001010,2024-03-01,SMB,North America,Referral,Pro
C001011,2023-02-13,Mid-Market,APAC,Outbound,Growth
C001012,2025-04-30,Enterprise,North America,Organic,Growth
C001013,2023-01-09,Startup,North America,Affiliate,Basic
C001014,2023-04-23,SMB,LATAM,Referral,Basic
C001015,2024-02-29,Startup,Europe,Paid Search,Basic
C001016,2025-06-26,Enterprise,LATAM,Partner,Pro
C001017,2023-08-07,SMB,North America,Referral,Growth
C001018,2024-01-22,Mid-Market,LATAM,Paid Search,Growth
C001019,2022-03-05,Enterprise,North America,Affiliate,Pro
C001020,2022-06-26,Enterprise,North America,Organic,Enterprise
C001021,2022-03-27,SMB,Europe,Partner,Basic
C001022,2022-04-20,Mid-Market,North America,Affiliate,Pro
C001023,2025-08-13,Enterprise,Europe,Outbound,Enterprise
C001024,2025-07-03,Startup,North America,Paid Search,Basic
C001025,2025-06-03,Mid-Market,North America,Outbound,Pro
C001026,2022-03-26,SMB,LATAM,Organic,Pro
C001027,2022-04-29,Mid-Market,North America,Organic,Pro
C001028,2023-03-03,SMB,Europe,Paid Search,Enterprise
C001029,2024-05-09,SMB,LATAM,Paid Search,Basic
C001030,2023-05-23,Startup,North America,Affiliate,Growth
C001031,2024-01-12,Startup,LATAM,Referral,Basic
C001032,2022-09-20,Startup,North America,Paid Search,Basic
C001033,2025-01-15,Mid-Market,North America,Paid Search,Enterprise
C001034,2023-04-23,SMB,North America,Referral,Basic
C001035,2022-04-12,SMB,LATAM,Paid Search,Enterprise
C001036,2025-02-02,Mid-Market,Europe,Paid Search,Pro
C001037,2025-10-04,Mid-Market,Europe,Organic,Enterprise
C001038,2022-01-23,SMB,APAC,Partner,Pro
C001039,2023-10-26,Enterprise,North America,Referral,Pro
C001040,2025-06-11,SMB,APAC,Outbound,Enterprise
C001041,2024-12-09,Mid-Market,LATAM,Organic,Pro
C001042,2025-07-25,Startup,APAC,Organic,Basic
C001043,2023-09-24,Mid-Market,APAC,Organic,Pro
C001044,2023-07-20,Enterprise,APAC,Organic,Pro
C001045,2024-12-13,Enterprise,North America,Organic,Basic
C001046,2022-08-22,Mid-Market,LATAM,Paid Search,Growth
C001047,2022-12-30,Mid-Market,LATAM,Organic,Growth
C001048,2024-07-02,SMB,Europe,Referral,Basic
C001049,2024-10-13,Mid-Market,North America,Organic,Growth
C001050,2022-07-01,Mid-Market,APAC,Partner,Pro
C001051,2024-02-12,Enterprise,North America,Organic,Enterprise
C001052,2023-07-09,SMB,Europe,Paid Search,Pro
C001053,2024-02-02,Startup,Europe,Paid Search,Pro
C001054,2025-12-27,Mid-Market,North America,Affiliate,Enterprise
C001055,2022-04-27,Startup,LATAM,Referral,Growth
C001056,2026-02-22,SMB,North America,Outbound,Basic
C001057,2023-11-15,SMB,Europe,Paid Search,Pro
C001058,2025-03-19,Mid-Market,LATAM,Organic,Growth
C001059,2023-10-08,SMB,North America,Paid Search,Basic
C001060,2023-04-18,SMB,LATAM,Affiliate,Basic
C001061,2025-03-17,Startup,North America,Partner,Growth
C001062,2024-11-11,Enterprise,LATAM,Partner,Enterprise
C001063,2022-08-07,Mid-Market,APAC,Paid Search,Basic
C001064,2024-12-08,Startup,North America,Organic,Growth
C001065,2025-02-18,Startup,Europe,Outbound,Basic
C001066,2023-08-13,Mid-Market,Europe,Organic,Growth
C001067,2025-11-07,SMB,Europe,Organic,Basic
C001068,2024-09-01,Mid-Market,LATAM,Organic,Growth
C001069,2023-05-23,SMB,Europe,Partner,Growth
C001070,2022-01-17,Enterprise,Europe,Outbound,Growth
C001071,2024-10-22,SMB,North America,Affiliate,Basic
C001072,2022-11-14,Mid-Market,North America,Outbound,Basic
C001073,2025-02-23,Startup,APAC,Paid Search,Growth
C001074,2024-03-09,Enterprise,North America,Partner,Enterprise
C001075,2023-12-11,Enterprise,Europe,Partner,Enterprise
C001076,2022-09-06,Mid-Market,North America,Organic,Pro
C001077,2024-12-17,SMB,LATAM,Outbound,Pro
C001078,2022-09-10,SMB,Europe,Paid Search,Basic
C001079,2023-09-27,Mid-Market,Europe,Partner,Basic
C001080,2025-06-25,Mid-Market,North America,Partner,Growth
C001081,2025-10-30,SMB,Europe,Affiliate,Basic
C001082,2026-02-12,SMB,APAC,Referral,Growth
C001083,2025-12-27,SMB,Europe,Paid Search,Growth
C001084,2024-04-25,Mid-Market,Europe,Affiliate,Growth
C001085,2022-11-01,Mid-Market,LATAM,Outbound,Growth
C001086,2025-06-29,Mid-Market,North America,Organic,Growth
C001087,2025-05-03,Mid-Market,Europe,Organic,Basic
C001088,2026-02-14,SMB,North America,Paid Search,Pro
C001089,2024-09-16,SMB,North America,Outbound,Growth
C001090,2022-08-04,Startup,LATAM,Outbound,Basic
C001091,2024-02-04,Mid-Market,APAC,Paid Search,Basic
C001092,2023-11-13,SMB,APAC,Organic,Basic
C001093,2025-07-05,SMB,APAC,Organic,Basic
C001094,2023-08-20,SMB,Europe,Paid Search,Basic
C001095,2023-05-15,SMB,North America,Organic,Basic
C001096,2022-05-02,Mid-Market,Europe,Paid Search,Pro
C001097,2025-06-23,SMB,APAC,Affiliate,Pro
C001098,2025-02-22,Startup,LATAM,Paid Search,Growth
C001099,2022-03-04,Mid-Market,Europe,Partner,Pro
C001100,2023-10-22,SMB,Europe,Organic,Growth
C001101,2023-12-31,SMB,LATAM,Referral,Growth
C001102,2023-12-15,SMB,APAC,Paid Search,Pro
C001103,2025-10-28,Mid-Market,LATAM,Partner,Pro
C001104,2022-08-18,SMB,Europe,Organic,Growth
C001105,2023-04-11,Mid-Market,North America,Organic,Pro
C001106,2022-10-03,Enterprise,Europe,Organic,Pro
C001107,2023-01-07,Mid-Market,North America,Paid Search,Growth
C001108,2025-10-10,SMB,APAC,Paid Search,Basic
C001109,2025-11-30,Mid-Market,Europe,Partner,Growth
C001110,2022-03-09,SMB,Europe,Paid Search,Basic
C001111,2024-08-18,SMB,North America,Organic,Basic
C001112,2022-12-20,SMB,Europe,Paid Search,Basic
C001113,2022-10-20,SMB,Europe,Organic,Basic
C001114,2023-03-20,Startup,North America,Outbound,Pro
C001115,2022-10-23,SMB,APAC,Organic,Growth
C001116,2024-01-16,Startup,North America,Paid Search,Basic
C001117,2026-02-22,SMB,Europe,Organic,Growth
C001118,2024-06-10,Mid-Market,North America,Outbound,Growth
C001119,2025-01-04,Enterprise,Europe,Organic,Enterprise
C001120,2024-01-20,Startup,LATAM,Outbound,Growth
C001121,2022-01-22,Mid-Market,APAC,Organic,Basic
C001122,2022-05-08,SMB,North America,Affiliate,Growth
C001123,2023-02-13,Startup,APAC,Paid Search,Basic
C001124,2023-01-06,SMB,LATAM,Referral,Growth
C001125,2025-07-01,Startup,North America,Referral,Pro
C001126,2025-07-06,SMB,North America,Partner,Pro
C001127,2025-07-22,SMB,North America,Affiliate,Basic
C001128,2024-08-27,SMB,APAC,Outbound,Growth
C001129,2024-04-25,SMB,North America,Organic,Pro
C001130,2024-09-13,Startup,Europe,Partner,Pro
C001131,2023-09-11,SMB,LATAM,Referral,Basic
C001132,2024-10-15,Startup,APAC,Organic,Basic
C001133,2025-04-22,SMB,Europe,Paid Search,Basic
C001134,2025-03-05,SMB,LATAM,Partner,Basic
C001135,2024-07-22,SMB,North America,Referral,Growth
C001136,2022-03-30,SMB,APAC,Outbound,Growth
C001137,2025-01-06,Startup,North America,Affiliate,Basic
C001138,2023-07-12,Enterprise,North America,Outbound,Enterprise
C001139,2025-02-04,Startup,APAC,Organic,Basic
C001140,2024-03-31,Startup,North America,Outbound,Enterprise
C001141,2025-09-01,Startup,North America,Paid Search,Growth
C001142,2023-05-30,Enterprise,Europe,Partner,Enterprise
C001143,2025-11-16,Mid-Market,North America,Organic,Pro
C001144,2025-07-07,Mid-Market,North America,Outbound,Basic
C001145,2023-05-19,Enterprise,Europe,Partner,Growth
C001146,2024-01-04,Startup,LATAM,Affiliate,Pro
C001147,2024-03-18,Enterprise,LATAM,Paid Search,Growth
C001148,2025-03-14,SMB,North America,Affiliate,Growth
C001149,2024-11-13,Mid-Market,Europe,Paid Search,Pro
C001150,2025-07-19,SMB,LATAM,Outbound,Basic
C001151,2023-07-17,SMB,North America,Referral,Basic
C001152,2024-02-07,Enterprise,North America,Organic,Pro
C001153,2023-10-17,Startup,North America,Affiliate,Basic
C001154,2025-10-14,Enterprise,Europe,Partner,Enterprise
C001155,2023-04-09,SMB,North America,Paid Search,Basic
C001156,2024-06-11,Mid-Market,LATAM,Paid Search,Growth
C001157,2022-07-02,Enterprise,APAC,Partner,Pro
C001158,2025-07-16,Startup,North America,Affiliate,Growth
C001159,2023-08-08,Enterprise,Europe,Partner,Growth
C001160,2023-06-02,Mid-Market,North America,Outbound,Growth
C001161,2024-06-05,Mid-Market,North America,Organic,Pro
C001162,2024-01-29,Startup,LATAM,Paid Search,Basic
C001163,2025-07-12,SMB,Europe,Outbound,Growth
C001164,2024-03-18,Mid-Market,APAC,Referral,Growth
C001165,2024-02-25,SMB,Europe,Referral,Basic
C001166,2022-06-09,Startup,North America,Partner,Basic
C001167,2022-02-03,SMB,Europe,Paid Search,Pro
C001168,2023-08-29,Enterprise,North America,Partner,Pro
C001169,2026-02-26,Startup,APAC,Organic,Basic
C001170,2025-10-26,Mid-Market,Europe,Outbound,Pro
C001171,2024-08-14,Enterprise,North America,Organic,Pro
C001172,2024-08-16,Startup,Europe,Paid Search,Growth
C001173,2023-08-19,SMB,Europe,Paid Search,Enterprise
C001174,2022-09-27,Mid-Market,LATAM,Organic,Pro
C001175,2022-01-13,Startup,North America,Organic,Basic
C001176,2023-05-31,Mid-Market,North America,Outbound,Growth
C001177,2023-04-27,Mid-Market,North America,Paid Search,Enterprise
C001178,2022-10-19,Mid-Market,Europe,Organic,Growth
C001179,2023-01-29,SMB,Europe,Affiliate,Basic
C001180,2022-02-07,Mid-Market,North America,Partner,Enterprise
C001181,2024-07-13,Mid-Market,Europe,Organic,Enterprise
C001182,2025-11-10,SMB,Europe,Paid Search,Growth
C001183,2024-11-16,Mid-Market,North America,Partner,Growth
C001184,2023-11-13,Enterprise,APAC,Organic,Enterprise
C001185,2023-10-01,Mid-Market,Europe,Outbound,Pro
C001186,2023-04-13,SMB,North America,Referral,Growth
C001187,2022-08-05,SMB,Europe,Referral,Basic
C001188,2024-06-28,Startup,North America,Referral,Basic
C001189,2024-05-11,SMB,LATAM,Affiliate,Basic
C001190,2022-01-12,Startup,Europe,Affiliate,Basic
C001191,2023-09-24,Enterprise,Europe,Outbound,Enterprise
C001192,2023-02-27,SMB,APAC,Referral,Basic
C001193,2022-09-16,Mid-Market,LATAM,Outbound,Growth
C001194,2024-12-04,SMB,LATAM,Paid Search,Pro
C001195,2024-03-10,SMB,North America,Referral,Growth
C001196,2024-08-21,SMB,North America,Organic,Basic
C001197,2024-12-20,SMB,Europe,Affiliate,Pro
C001198,2026-02-01,Mid-Market,Europe,Organic,Basic
C001199,2025-05-05,Enterprise,Europe,Paid Search,Enterprise
C001200,2024-07-31,Enterprise,LATAM,Partner,Growth
C001201,2025-08-29,Startup,North America,Organic,Basic
C001202,2023-12-27,Mid-Market,North America,Outbound,Pro
C001203,2026-02-05,Startup,Europe,Affiliate,Basic
C001204,2025-03-03,Enterprise,North America,Partner,Pro
C001205,2024-09-16,SMB,Europe,Paid Search,Basic
C001206,2025-10-05,SMB,LATAM,Paid Search,Growth
C001207,2024-02-22,Startup,Europe,Affiliate,Basic
C001208,2024-12-31,Startup,LATAM,Organic,Growth
C001209,2023-03-09,SMB,Europe,Paid Search,Growth
C001210,2026-01-04,Enterprise,LATAM,Partner,Pro
C001211,2024-08-05,Mid-Market,North America,Partner,Basic
C001212,2025-04-03,Enterprise,LATAM,Partner,Pro
C001213,2023-12-02,Startup,LATAM,Organic,Growth
C001214,2025-08-10,Mid-Market,North America,Outbound,Growth
C001215,2022-04-23,SMB,Europe,Organic,Growth
C001216,2022-06-23,SMB,LATAM,Organic,Basic
C001217,2024-02-10,SMB,North America,Partner,Basic
C001218,2025-01-18,SMB,LATAM,Paid Search,Growth
C001219,2025-05-15,Mid-Market,APAC,Organic,Growth
C001220,2023-10-31,SMB,APAC,Paid Search,Basic
C001221,2024-09-14,SMB,Europe,Affiliate,Growth
C001222,2024-04-20,Mid-Market,Europe,Organic,Pro
C001223,2026-01-01,Startup,APAC,Outbound,Basic
C001224,2024-09-21,Enterprise,Europe,Partner,Growth
C001225,2023-09-26,SMB,North America,Paid Search,Growth
C001226,2026-01-14,Mid-Market,North America,Organic,Pro
C001227,2022-06-13,Mid-Market,LATAM,Paid Search,Growth
C001228,2026-02-05,Mid-Market,Europe,Outbound,Pro
C001229,2022-08-23,Mid-Market,North America,Organic,Pro
C001230,2023-03-15,Enterprise,North America,Organic,Enterprise
C001231,2025-06-02,Mid-Market,LATAM,Referral,Growth
C001232,2025-01-20,SMB,Europe,Organic,Basic
C001233,2026-01-14,Startup,APAC,Outbound,Basic
C001234,2025-02-13,Mid-Market,LATAM,Paid Search,Growth
C001235,2024-08-26,Startup,APAC,Paid Search,Basic
C001236,2023-06-11,SMB,APAC,Outbound,Pro
C001237,2022-01-08,Startup,North America,Affiliate,Basic
C001238,2022-07-08,SMB,Europe,Affiliate,Basic
C001239,2023-03-29,SMB,North America,Referral,Growth
C001240,2022-03-04,Mid-Market,APAC,Referral,Enterprise
C001241,2024-02-12,Mid-Market,North America,Referral,Growth
C001242,2025-03-27,Mid-Market,Europe,Referral,Pro
C001243,2026-01-04,SMB,LATAM,Partner,Pro
C001244,2024-01-15,SMB,North America,Organic,Growth
C001245,2025-08-23,Mid-Market,LATAM,Referral,Pro
C001246,2026-02-07,SMB,North America,Paid Search,Growth
C001247,2025-07-30,Mid-Market,Europe,Referral,Growth
C001248,2023-12-08,SMB,Europe,Organic,Growth
C001249,2023-05-10,Enterprise,North America,Partner,Growth
C001250,2026-01-26,Startup,Europe,Paid Search,Growth
C001251,2023-01-03,Mid-Market,APAC,Affiliate,Pro
C001252,2023-09-18,Mid-Market,North America,Affiliate,Growth
C001253,2022-04-23,SMB,Europe,Organic,Growth
C001254,2025-04-21,Mid-Market,APAC,Organic,Growth
C001255,2024-09-14,Startup,LATAM,Partner,Basic
C001256,2022-05-09,Mid-Market,North America,Organic,Pro
C001257,2022-12-04,Mid-Market,APAC,Partner,Basic
C001258,2024-04-24,Startup,North America,Outbound,Growth
C001259,2024-04-01,Startup,Europe,Referral,Basic
C001260,2025-05-04,Mid-Market,Europe,Referral,Pro
C001261,2023-02-09,SMB,LATAM,Affiliate,Growth
C001262,2025-11-06,Enterprise,North America,Partner,Pro
C001263,2023-11-07,Mid-Market,North America,Organic,Pro
C001264,2025-06-04,Mid-Market,LATAM,Organic,Growth
C001265,2022-12-29,SMB,North America,Outbound,Basic
C001266,2022-02-26,Mid-Market,Europe,Organic,Pro
C001267,2022-03-25,Enterprise,LATAM,Paid Search,Pro
C001268,2023-07-21,Startup,Europe,Affiliate,Basic
C001269,2025-12-19,SMB,North America,Referral,Growth
C001270,2022-03-16,SMB,North America,Affiliate,Growth
C001271,2023-07-15,SMB,APAC,Organic,Growth
C001272,2022-06-16,Mid-Market,Europe,Referral,Pro
C001273,2025-11-16,SMB,North America,Referral,Growth
C001274,2024-10-23,Mid-Market,North America,Outbound,Growth
C001275,2025-03-05,SMB,North America,Organic,Basic
C001276,2024-12-20,Startup,APAC,Organic,Basic
C001277,2024-09-25,SMB,North America,Outbound,Growth
C001278,2025-03-22,Enterprise,North America,Organic,Growth
C001279,2022-01-13,Mid-Market,Europe,Outbound,Pro
C001280,2025-08-08,SMB,North America,Paid Search,Growth
C001281,2025-01-29,Mid-Market,North America,Paid Search,Pro
C001282,2025-01-28,Startup,APAC,Affiliate,Basic
C001283,2023-08-22,SMB,LATAM,Affiliate,Basic
C001284,2025-05-02,SMB,North America,Organic,Pro
C001285,2023-08-04,Enterprise,Europe,Outbound,Pro
C001286,2022-03-16,Mid-Market,North America,Outbound,Growth
C001287,2025-10-11,Mid-Market,North America,Outbound,Pro
C001288,2022-12-23,Startup,Europe,Paid Search,Pro
C001289,2022-06-04,SMB,Europe,Paid Search,Basic
C001290,2024-08-03,Mid-Market,LATAM,Partner,Enterprise
C001291,2022-12-22,SMB,APAC,Organic,Basic
C001292,2025-07-28,Enterprise,North America,Partner,Enterprise
C001293,2023-11-06,Mid-Market,APAC,Paid Search,Growth
C001294,2022-01-07,SMB,Europe,Paid Search,Basic
C001295,2025-12-17,Mid-Market,North America,Referral,Basic
C001296,2024-02-22,Enterprise,LATAM,Partner,Enterprise
C001297,2023-02-04,SMB,North America,Paid Search,Enterprise
C001298,2024-10-26,Mid-Market,Europe,Partner,Growth
C001299,2024-03-17,Enterprise,LATAM,Outbound,Pro
C001300,2022-02-15,SMB,North America,Paid Search,Basic
C001301,2025-02-28,Enterprise,APAC,Organic,Growth
C001302,2023-09-03,Startup,North America,Organic,Growth
C001303,2024-11-29,Mid-Market,LATAM,Paid Search,Basic
C001304,2025-09-23,Mid-Market,North America,Partner,Enterprise
C001305,2024-07-17,Mid-Market,North America,Outbound,Enterprise
C001306,2024-10-17,SMB,North America,Organic,Basic
C001307,2023-01-23,Mid-Market,LATAM,Organic,Pro
C001308,2022-12-28,Startup,North America,Paid Search,Enterprise
C001309,2023-09-23,SMB,APAC,Affiliate,Pro
C001310,2025-07-20,SMB,North America,Outbound,Growth
C001311,2024-03-07,Mid-Market,Europe,Outbound,Basic
C001312,2023-06-14,SMB,North America,Paid Search,Basic
C001313,2025-03-31,SMB,North America,Affiliate,Pro
C001314,2025-07-21,Enterprise,APAC,Organic,Pro
C001315,2025-10-03,SMB,Europe,Paid Search,Growth
C001316,2023-03-31,SMB,Europe,Outbound,Growth
C001317,2024-12-14,SMB,Europe,Partner,Growth
C001318,2024-06-16,SMB,Europe,Outbound,Basic
C001319,2023-11-14,Mid-Market,Europe,Organic,Growth
C001320,2023-08-27,SMB,APAC,Organic,Pro
C001321,2022-06-24,Startup,Europe,Paid Search,Basic
C001322,2023-02-22,Enterprise,Europe,Outbound,Growth
C001323,2024-04-15,Mid-Market,Europe,Referral,Enterprise
C001324,2025-09-09,Mid-Market,Europe,Outbound,Pro
C001325,2025-08-09,Enterprise,Europe,Organic,Pro
C001326,2022-10-13,Enterprise,Europe,Outbound,Enterprise
C001327,2024-10-29,SMB,Europe,Paid Search,Growth
C001328,2022-05-09,Mid-Market,LATAM,Organic,Enterprise
C001329,2024-10-23,Mid-Market,APAC,Affiliate,Pro
C001330,2023-06-04,SMB,APAC,Affiliate,Basic
C001331,2023-11-15,SMB,LATAM,Paid Search,Growth
C001332,2024-12-26,Startup,Europe,Referral,Basic
C001333,2023-10-08,Mid-Market,LATAM,Organic,Pro
C001334,2025-05-12,Mid-Market,North America,Outbound,Pro
C001335,2024-03-22,Mid-Market,Europe,Paid Search,Pro
C001336,2026-02-27,SMB,North America,Affiliate,Pro
C001337,2024-08-28,SMB,North America,Paid Search,Growth
C001338,2023-03-27,SMB,APAC,Affiliate,Pro
C001339,2025-03-24,SMB,APAC,Organic,Growth
C001340,2023-09-13,Enterprise,Europe,Partner,Pro
C001341,2024-03-22,Enterprise,North America,Paid Search,Growth
C001342,2022-07-27,Enterprise,Europe,Organic,Enterprise
C001343,2022-07-01,Enterprise,Europe,Organic,Enterprise
C001344,2024-05-23,Enterprise,LATAM,Paid Search,Growth
C001345,2022-10-11,SMB,APAC,Outbound,Pro
C001346,2026-02-25,Startup,North America,Paid Search,Basic
C001347,2025-07-24,Startup,North America,Organic,Basic
C001348,2024-12-01,SMB,North America,Outbound,Pro
C001349,2025-01-21,SMB,North America,Organic,Basic
