payment_id,customer_id,payment_date,amount,payment_status
PAY00005447,C000333,2023-08-21,422.37,paid
PAY00005448,C000333,2023-09-21,432.68,paid
PAY00005449,C000333,2023-10-21,431.41,paid
PAY00005450,C000333,2023-11-21,430.07,paid
PAY00005451,C000333,2023-12-21,411.68,paid
PAY00005452,C000333,2024-01-21,435.62,paid
PAY00005453,C000333,2024-02-21,428.77,paid
PAY00005454,C000333,2024-03-21,416.57,paid
PAY00005455,C000333,2024-04-21,436.67,paid
PAY00005456,C000333,2024-05-21,415.32,paid
PAY00005457,C000333,2024-06-21,430.03,paid
PAY00005458,C000333,2024-07-21,419.26,paid
PAY00005459,C000333,2024-08-21,423.43,paid
PAY00005460,C000333,2024-09-21,431.2,failed
PAY00005461,C000333,2024-10-21,427.3,paid
PAY00005462,C000333,2024-11-21,425.52,paid
PAY00005463,C000333,2024-12-21,411.74,paid
PAY00005464,C000333,2025-01-21,417.24,paid
PAY00005465,C000333,2025-02-21,418.57,paid
PAY00005466,C000333,2025-03-21,419.14,paid
PAY00005467,C000333,2025-04-21,437.78,paid
PAY00005468,C000333,2025-05-21,402.89,paid
PAY00005469,C000333,2025-06-21,448.82,paid
PAY00005470,C000333,2025-07-21,417.39,paid
PAY00005471,C000333,2025-08-21,443.47,paid
PAY00005472,C000333,2025-09-21,416.07,paid
PAY00005473,C000333,2025-10-21,430.07,paid
PAY00005474,C000333,2025-11-21,415.65,paid
PAY00005475,C000333,2025-12-21,439.01,paid
PAY00005476,C000333,2026-01-21,435.62,failed
PAY00005477,C000333,2026-02-21,438.27,paid
PAY00005478,C000334,2025-06-27,282.46,paid
PAY00005479,C000334,2025-07-27,279.95,paid
PAY00005480,C000334,2025-08-27,293.42,paid
PAY00005481,C000334,2025-09-27,284.89,paid
PAY00005482,C000334,2025-10-27,284.97,failed
PAY00005483,C000334,2025-11-27,282.36,paid
PAY00005484,C000334,2025-12-27,284.36,paid
PAY00005485,C000335,2023-12-06,260.05,paid
PAY00005486,C000335,2024-01-06,249.6,paid
PAY00005487,C000335,2024-02-06,249.47,paid
PAY00005488,C000335,2024-03-06,248.22,paid
PAY00005489,C000335,2024-04-06,251.9,paid
PAY00005490,C000335,2024-05-06,260.64,paid
PAY00005491,C000335,2024-06-06,248.13,paid
PAY00005492,C000335,2024-07-06,249.11,paid
PAY00005493,C000335,2024-08-06,263.44,paid
PAY00005494,C000335,2024-09-06,248.98,paid
PAY00005495,C000335,2024-10-06,253.31,paid
PAY00005496,C000335,2024-11-06,264.93,paid
PAY00005497,C000335,2024-12-06,252.06,paid
PAY00005498,C000335,2025-01-06,267.33,paid
PAY00005499,C000335,2025-02-06,247.79,paid
PAY00005500,C000335,2025-03-06,266.86,paid
PAY00005501,C000335,2025-04-06,251.81,paid
PAY00005502,C000335,2025-05-06,240.46,paid
PAY00005503,C000335,2025-06-06,242.05,paid
PAY00005504,C000335,2025-07-06,250.37,paid
PAY00005505,C000335,2025-08-06,254.76,paid
PAY00005506,C000335,2025-09-06,252.39,paid
PAY00005507,C000335,2025-10-06,261.64,paid
PAY00005508,C000335,2025-11-06,256.16,paid
PAY00005509,C000335,2025-12-06,251.46,paid
PAY00005510,C000335,2026-01-06,254.19,paid
PAY00005511,C000335,2026-02-06,250.73,paid
PAY00005512,C000336,2025-05-16,27.08,paid
PAY00005513,C000336,2025-06-16,26.23,paid
PAY00005514,C000336,2025-07-16,27.09,paid
PAY00005515,C000336,2025-08-16,26.63,failed
PAY00005516,C000336,2025-09-16,26.45,paid
PAY00005517,C000336,2025-10-16,27.6,paid
PAY00005518,C000336,2025-11-16,27.97,paid
PAY00005519,C000336,2025-12-16,26.87,paid
PAY00005520,C000336,2026-01-16,26.52,failed
PAY00005521,C000336,2026-02-16,26.53,paid
PAY00005522,C000337,2026-01-17,180.52,paid
PAY00005523,C000338,2023-04-30,260.77,paid
PAY00005524,C000338,2023-05-30,282.7,paid
PAY00005525,C000338,2023-06-30,280.7,paid
PAY00005526,C000338,2023-07-30,278.93,paid
PAY00005527,C000338,2023-08-30,284.63,paid
PAY00005528,C000338,2023-09-30,270.96,paid
PAY00005529,C000338,2023-10-30,264.48,paid
PAY00005530,C000338,2023-11-30,275.78,paid
PAY00005531,C000338,2023-12-30,283.27,paid
PAY00005532,C000338,2024-01-30,279.48,paid
PAY00005533,C000338,2024-02-29,277.44,paid
PAY00005534,C000338,2024-03-29,291.4,paid
PAY00005535,C000338,2024-04-29,288.16,paid
PAY00005536,C000338,2024-05-29,284.06,paid
PAY00005537,C000338,2024-06-29,277.03,paid
PAY00005538,C000338,2024-07-29,298.65,paid
PAY00005539,C000338,2024-08-29,268.27,paid
PAY00005540,C000338,2024-09-29,271.48,paid
PAY00005541,C000338,2024-10-29,286.28,paid
PAY00005542,C000338,2024-11-29,286.86,paid
PAY00005543,C000338,2024-12-29,275.32,paid
PAY00005544,C000338,2025-01-29,288.58,paid
PAY00005545,C000338,2025-02-28,270.98,paid
PAY00005546,C000338,2025-03-28,281.54,paid
PAY00005547,C000338,2025-04-28,285.82,paid
PAY00005548,C000338,2025-05-28,281.19,paid
PAY00005549,C000338,2025-06-28,268.61,paid
PAY00005550,C000338,2025-07-28,285.65,paid
PAY00005551,C000338,2025-08-28,288.17,paid
PAY00005552,C000338,2025-09-28,280.1,paid
PAY00005553,C000338,2025-10-28,266.81,paid
PAY00005554,C000338,2025-11-28,279.67,paid
PAY00005555,C000338,2025-12-28,274.72,paid
PAY00005556,C000338,2026-01-28,279.26,paid
PAY00005557,C000338,2026-02-28,283.9,paid
PAY00005558,C000339,2022-11-07,176.86,paid
PAY00005559,C000339,2022-12-07,189.53,paid
PAY00005560,C000339,2023-01-07,180.94,paid
PAY00005561,C000339,2023-02-07,183.25,paid
PAY00005562,C000339,2023-03-07,180.11,paid
PAY00005563,C000339,2023-04-07,185.64,paid
PAY00005564,C000339,2023-05-07,189.53,paid
PAY00005565,C000339,2023-06-07,178.74,paid
PAY00005566,C000339,2023-07-07,184.95,paid
PAY00005567,C000339,2023-08-07,179.32,paid
PAY00005568,C000339,2023-09-07,185.52,paid
PAY00005569,C000339,2023-10-07,182.49,paid
PAY00005570,C000339,2023-11-07,186.59,paid
PAY00005571,C000339,2023-12-07,183.64,paid
PAY00005572,C000339,2024-01-07,192.46,paid
PAY00005573,C000339,2024-02-07,180.15,paid
PAY00005574,C000339,2024-03-07,176.47,paid
PAY00005575,C000339,2024-04-07,179.78,paid
PAY00005576,C000339,2024-05-07,179.85,paid
PAY00005577,C000339,2024-06-07,181.88,paid
PAY00005578,C000339,2024-07-07,180.61,paid
PAY00005579,C000339,2024-08-07,183.25,paid
PAY00005580,C000339,2024-09-07,174.73,paid
PAY00005581,C000339,2024-10-07,180.59,paid
PAY00005582,C000339,2024-11-07,180.54,paid
PAY00005583,C000339,2024-12-07,185.92,failed
PAY00005584,C000339,2025-01-07,178.15,paid
PAY00005585,C000339,2025-02-07,177.95,paid
PAY00005586,C000339,2025-03-07,182.39,paid
PAY00005587,C000339,2025-04-07,186.24,paid
PAY00005588,C000339,2025-05-07,170.16,paid
PAY00005589,C000339,2025-06-07,185.68,paid
PAY00005590,C000339,2025-07-07,184.89,paid
PAY00005591,C000339,2025-08-07,181.94,paid
PAY00005592,C000339,2025-09-07,183.08,paid
PAY00005593,C000339,2025-10-07,187.22,paid
PAY00005594,C000339,2025-11-07,179.82,paid
PAY00005595,C000339,2025-12-07,176.11,paid
PAY00005596,C000339,2026-01-07,184.92,paid
PAY00005597,C000339,2026-02-07,184.5,paid
PAY00005598,C000340,2026-01-01,589.25,paid
PAY00005599,C000341,2024-08-26,84.98,paid
PAY00005600,C000341,2024-09-26,82.48,paid
PAY00005601,C000341,2024-10-26,79.9,paid
PAY00005602,C000341,2024-11-26,82.66,paid
PAY00005603,C000341,2024-12-26,82.35,paid
PAY00005604,C000341,2025-01-26,80.79,paid
PAY00005605,C000341,2025-02-26,81.96,paid
PAY00005606,C000341,2025-03-26,81.98,paid
PAY00005607,C000341,2025-04-26,81.73,paid
PAY00005608,C000341,2025-05-26,81.55,paid
PAY00005609,C000341,2025-06-26,82.38,paid
PAY00005610,C000341,2025-07-26,82.05,paid
PAY00005611,C000341,2025-08-26,80.54,paid
PAY00005612,C000341,2025-09-26,79.51,paid
PAY00005613,C000341,2025-10-26,81.95,paid
PAY00005614,C000341,2025-11-26,83.13,failed
PAY00005615,C000341,2025-12-26,81.87,failed
PAY00005616,C000342,2023-03-19,17487.6,paid
PAY00005617,C000342,2024-03-19,16976.46,paid
PAY00005618,C000342,2025-03-19,18478.63,paid
PAY00005619,C000343,2024-08-09,3401.79,paid
PAY00005620,C000343,2025-08-09,3395.23,paid
PAY00005621,C000344,2024-03-04,167.33,paid
PAY00005622,C000344,2024-04-04,161.97,paid
PAY00005623,C000344,2024-05-04,166.43,paid
PAY00005624,C000344,2024-06-04,175.3,paid
PAY00005625,C000344,2024-07-04,163.8,paid
PAY00005626,C000344,2024-08-04,161.23,paid
PAY00005627,C000344,2024-09-04,176.07,paid
PAY00005628,C000344,2024-10-04,165.51,paid
PAY00005629,C000344,2024-11-04,168.25,paid
PAY00005630,C000344,2024-12-04,170.63,paid
PAY00005631,C000344,2025-01-04,157.52,paid
PAY00005632,C000344,2025-02-04,177.68,paid
PAY00005633,C000344,2025-03-04,175.17,paid
PAY00005634,C000344,2025-04-04,168.76,paid
PAY00005635,C000344,2025-05-04,166.68,failed
PAY00005636,C000344,2025-06-04,164.28,paid
PAY00005637,C000345,2025-10-19,1577.57,paid
PAY00005638,C000345,2025-11-19,1564.55,paid
PAY00005639,C000345,2025-12-19,1492.16,paid
PAY00005640,C000345,2026-01-19,1552.33,paid
PAY00005641,C000345,2026-02-19,1565.57,paid
PAY00005642,C000346,2023-01-26,133.37,paid
PAY00005643,C000346,2023-02-26,128.38,paid
PAY00005644,C000346,2023-03-26,132.15,paid
PAY00005645,C000346,2023-04-26,127.77,paid
PAY00005646,C000346,2023-05-26,132.82,paid
PAY00005647,C000346,2023-06-26,130.83,paid
PAY00005648,C000346,2023-07-26,138.62,paid
PAY00005649,C000346,2023-08-26,128.92,paid
PAY00005650,C000346,2023-09-26,130.03,paid
PAY00005651,C000346,2023-10-26,126.03,paid
PAY00005652,C000346,2023-11-26,131.49,paid
PAY00005653,C000346,2023-12-26,130.43,paid
PAY00005654,C000346,2024-01-26,131.82,paid
PAY00005655,C000346,2024-02-26,131.31,paid
PAY00005656,C000346,2024-03-26,138.7,paid
PAY00005657,C000346,2024-04-26,133.14,paid
PAY00005658,C000346,2024-05-26,134.23,paid
PAY00005659,C000346,2024-06-26,131.92,paid
PAY00005660,C000346,2024-07-26,132.43,paid
PAY00005661,C000346,2024-08-26,131.8,paid
PAY00005662,C000346,2024-09-26,131.86,paid
PAY00005663,C000346,2024-10-26,129.73,paid
PAY00005664,C000346,2024-11-26,134.14,paid
PAY00005665,C000346,2024-12-26,138.98,paid
PAY00005666,C000346,2025-01-26,131.91,paid
PAY00005667,C000346,2025-02-26,128.54,paid
PAY00005668,C000346,2025-03-26,134.95,paid
PAY00005669,C000346,2025-04-26,137.01,paid
PAY00005670,C000346,2025-05-26,129.91,paid
PAY00005671,C000346,2025-06-26,127.86,paid
PAY00005672,C000346,2025-07-26,133.75,paid
PAY00005673,C000346,2025-08-26,132.02,paid
PAY00005674,C000346,2025-09-26,133.42,paid
PAY00005675,C000346,2025-10-26,121.83,paid
PAY00005676,C000346,2025-11-26,131.66,paid
PAY00005677,C000346,2025-12-26,130.94,paid
PAY00005678,C000346,2026-01-26,128.75,paid
PAY00005679,C000346,2026-02-26,132.96,paid
PAY00005680,C000347,2026-02-19,954.93,failed
PAY00005681,C000348,2025-12-02,2479.51,paid
PAY00005682,C000349,2022-10-11,264.42,paid
PAY00005683,C000349,2022-11-11,262.33,paid
PAY00005684,C000349,2022-12-11,268.31,paid
PAY00005685,C000349,2023-01-11,258.03,paid
PAY00005686,C000349,2023-02-11,257.81,paid
PAY00005687,C000349,2023-03-11,257.34,paid
PAY00005688,C000349,2023-04-11,261.05,paid
PAY00005689,C000349,2023-05-11,259.13,paid
PAY00005690,C000349,2023-06-11,257.13,paid
PAY00005691,C000349,2023-07-11,257.64,paid
PAY00005692,C000349,2023-08-11,262.03,paid
PAY00005693,C000349,2023-09-11,267.55,paid
PAY00005694,C000349,2023-10-11,256.07,paid
PAY00005695,C000349,2023-11-11,246.23,paid
PAY00005696,C000349,2023-12-11,264.0,paid
PAY00005697,C000349,2024-01-11,253.89,paid
PAY00005698,C000349,2024-02-11,267.53,paid
PAY00005699,C000349,2024-03-11,265.15,paid
PAY00005700,C000349,2024-04-11,265.77,paid
PAY00005701,C000349,2024-05-11,260.34,paid
PAY00005702,C000349,2024-06-11,267.14,paid
PAY00005703,C000349,2024-07-11,262.52,paid
PAY00005704,C000349,2024-08-11,261.97,paid
PAY00005705,C000349,2024-09-11,260.83,paid
PAY00005706,C000349,2024-10-11,263.23,paid
PAY00005707,C000349,2024-11-11,250.69,paid
PAY00005708,C000349,2024-12-11,257.05,paid
PAY00005709,C000349,2025-01-11,257.07,paid
PAY00005710,C000349,2025-02-11,259.33,paid
PAY00005711,C000349,2025-03-11,253.59,paid
PAY00005712,C000349,2025-04-11,255.78,paid
PAY00005713,C000349,2025-05-11,252.07,paid
PAY00005714,C000349,2025-06-11,255.71,failed
PAY00005715,C000349,2025-07-11,254.51,paid
PAY00005716,C000349,2025-08-11,255.57,paid
PAY00005717,C000350,2022-09-17,236.15,paid
PAY00005718,C000350,2022-10-17,231.0,paid
PAY00005719,C000350,2022-11-17,230.03,paid
PAY00005720,C000350,2022-12-17,238.78,paid
PAY00005721,C000350,2023-01-17,233.32,paid
PAY00005722,C000350,2023-02-17,233.79,paid
PAY00005723,C000350,2023-03-17,232.19,paid
PAY00005724,C000350,2023-04-17,236.31,paid
PAY00005725,C000350,2023-05-17,237.27,paid
PAY00005726,C000350,2023-06-17,233.08,paid
PAY00005727,C000350,2023-07-17,236.23,paid
PAY00005728,C000350,2023-08-17,234.3,paid
PAY00005729,C000350,2023-09-17,233.31,paid
PAY00005730,C000350,2023-10-17,229.55,paid
PAY00005731,C000350,2023-11-17,227.35,paid
PAY00005732,C000350,2023-12-17,223.26,paid
PAY00005733,C000350,2024-01-17,240.55,paid
PAY00005734,C000350,2024-02-17,236.29,paid
PAY00005735,C000350,2024-03-17,228.99,paid
PAY00005736,C000350,2024-04-17,222.36,paid
PAY00005737,C000350,2024-05-17,234.34,paid
PAY00005738,C000350,2024-06-17,229.74,paid
PAY00005739,C000350,2024-07-17,236.62,failed
PAY00005740,C000350,2024-08-17,226.18,paid
PAY00005741,C000350,2024-09-17,228.79,paid
PAY00005742,C000350,2024-10-17,230.29,paid
PAY00005743,C000350,2024-11-17,235.15,paid
PAY00005744,C000350,2024-12-17,227.78,paid
PAY00005745,C000350,2025-01-17,234.41,paid
PAY00005746,C000350,2025-02-17,223.54,paid
PAY00005747,C000350,2025-03-17,231.05,paid
PAY00005748,C000350,2025-04-17,239.6,paid
PAY00005749,C000350,2025-05-17,242.29,paid
PAY00005750,C000350,2025-06-17,237.64,paid
PAY00005751,C000350,2025-07-17,222.23,paid
PAY00005752,C000350,2025-08-17,230.51,paid
PAY00005753,C000350,2025-09-17,231.23,paid
PAY00005754,C000350,2025-10-17,236.81,paid
PAY00005755,C000350,2025-11-17,232.06,paid
PAY00005756,C000350,2025-12-17,225.84,paid
PAY00005757,C000350,2026-01-17,237.74,paid
PAY00005758,C000350,2026-02-17,241.36,paid
PAY00005759,C000351,2024-03-26,440.48,paid
PAY00005760,C000351,2024-04-26,425.01,paid
PAY00005761,C000351,2024-05-26,453.83,paid
PAY00005762,C000351,2024-06-26,441.5,paid
PAY00005763,C000351,2024-07-26,439.54,paid
PAY00005764,C000351,2024-08-26,450.23,paid
PAY00005765,C000351,2024-09-26,441.83,paid
PAY00005766,C000351,2024-10-26,430.95,paid
PAY00005767,C000351,2024-11-26,448.54,paid
PAY00005768,C000351,2024-12-26,422.82,paid
PAY00005769,C000351,2025-01-26,424.56,failed
PAY00005770,C000351,2025-02-26,426.79,paid
PAY00005771,C000351,2025-03-26,433.79,paid
PAY00005772,C000351,2025-04-26,435.36,paid
PAY00005773,C000351,2025-05-26,430.25,paid
PAY00005774,C000351,2025-06-26,430.77,paid
PAY00005775,C000351,2025-07-26,435.9,paid
PAY00005776,C000351,2025-08-26,422.84,paid
PAY00005777,C000351,2025-09-26,438.55,paid
PAY00005778,C000351,2025-10-26,408.6,paid
PAY00005779,C000351,2025-11-26,432.34,paid
PAY00005780,C000351,2025-12-26,426.71,paid
PAY00005781,C000351,2026-01-26,453.26,paid
PAY00005782,C000351,2026-02-26,429.44,paid
PAY00005783,C000352,2022-03-22,425.84,paid
PAY00005784,C000352,2022-04-22,422.01,paid
PAY00005785,C000352,2022-05-22,413.28,paid
PAY00005786,C000352,2022-06-22,412.91,paid
PAY00005787,C000352,2022-07-22,411.23,paid
PAY00005788,C000352,2022-08-22,424.2,paid
PAY00005789,C000352,2022-09-22,421.11,paid
PAY00005790,C000352,2022-10-22,407.3,paid
PAY00005791,C000352,2022-11-22,443.06,paid
PAY00005792,C000352,2022-12-22,431.44,paid
PAY00005793,C000352,2023-01-22,426.05,paid
PAY00005794,C000352,2023-02-22,403.77,paid
PAY00005795,C000352,2023-03-22,428.61,paid
PAY00005796,C000352,2023-04-22,425.45,paid
PAY00005797,C000352,2023-05-22,433.68,paid
PAY00005798,C000352,2023-06-22,416.93,paid
PAY00005799,C000352,2023-07-22,419.45,paid
PAY00005800,C000352,2023-08-22,427.04,paid
PAY00005801,C000352,2023-09-22,419.05,paid
PAY00005802,C000352,2023-10-22,428.46,paid
PAY00005803,C000352,2023-11-22,413.02,paid
PAY00005804,C000352,2023-12-22,423.38,paid
PAY00005805,C000352,2024-01-22,417.08,paid
PAY00005806,C000352,2024-02-22,433.1,paid
PAY00005807,C000352,2024-03-22,446.16,paid
PAY00005808,C000352,2024-04-22,442.61,paid
PAY00005809,C000352,2024-05-22,406.2,paid
PAY00005810,C000352,2024-06-22,429.4,paid
PAY00005811,C000352,2024-07-22,416.93,paid
PAY00005812,C000352,2024-08-22,412.77,paid
PAY00005813,C000352,2024-09-22,429.1,paid
PAY00005814,C000352,2024-10-22,412.77,paid
PAY00005815,C000352,2024-11-22,436.55,paid
PAY00005816,C000352,2024-12-22,429.33,paid
PAY00005817,C000352,2025-01-22,433.98,paid
PAY00005818,C000352,2025-02-22,427.06,paid
PAY00005819,C000352,2025-03-22,411.63,paid
PAY00005820,C000352,2025-04-22,420.72,paid
PAY00005821,C000352,2025-05-22,438.64,paid
PAY00005822,C000352,2025-06-22,423.0,paid
PAY00005823,C000352,2025-07-22,422.27,failed
PAY00005824,C000352,2025-08-22,440.0,paid
PAY00005825,C000352,2025-09-22,426.71,paid
PAY00005826,C000352,2025-10-22,437.29,paid
PAY00005827,C000352,2025-11-22,423.17,paid
PAY00005828,C000352,2025-12-22,414.75,paid
PAY00005829,C000352,2026-01-22,402.21,paid
PAY00005830,C000352,2026-02-22,422.93,paid
PAY00005831,C000353,2023-04-01,14315.19,paid
PAY00005832,C000353,2024-04-01,14672.58,paid
PAY00005833,C000353,2025-04-01,13181.69,paid
PAY00005834,C000354,2023-11-05,639.86,paid
PAY00005835,C000354,2024-02-05,631.23,paid
PAY00005836,C000354,2024-05-05,628.29,paid
PAY00005837,C000354,2024-08-05,662.4,paid
PAY00005838,C000354,2024-11-05,638.48,paid
PAY00005839,C000354,2025-02-05,654.96,paid
PAY00005840,C000354,2025-05-05,619.51,paid
PAY00005841,C000354,2025-08-05,624.81,paid
PAY00005842,C000354,2025-11-05,648.58,paid
PAY00005843,C000354,2026-02-05,617.34,paid
PAY00005844,C000355,2026-01-27,120.96,paid
PAY00005845,C000355,2026-02-27,120.44,paid
PAY00005846,C000356,2026-02-27,2813.55,paid
PAY00005847,C000357,2022-08-25,338.85,paid
PAY00005848,C000357,2022-09-25,341.28,paid
PAY00005849,C000357,2022-10-25,338.06,failed
PAY00005850,C000357,2022-11-25,334.02,paid
PAY00005851,C000357,2022-12-25,337.09,paid
PAY00005852,C000357,2023-01-25,349.53,paid
PAY00005853,C000357,2023-02-25,336.85,paid
PAY00005854,C000357,2023-03-25,333.42,paid
PAY00005855,C000357,2023-04-25,317.87,paid
PAY00005856,C000357,2023-05-25,336.07,paid
PAY00005857,C000357,2023-06-25,345.59,paid
PAY00005858,C000357,2023-07-25,322.91,paid
PAY00005859,C000357,2023-08-25,326.28,paid
PAY00005860,C000357,2023-09-25,332.49,paid
PAY00005861,C000357,2023-10-25,331.33,paid
PAY00005862,C000357,2023-11-25,337.62,paid
PAY00005863,C000357,2023-12-25,352.25,paid
PAY00005864,C000357,2024-01-25,327.91,paid
PAY00005865,C000357,2024-02-25,331.16,paid
PAY00005866,C000357,2024-03-25,335.37,paid
PAY00005867,C000357,2024-04-25,330.53,paid
PAY00005868,C000357,2024-05-25,337.57,paid
PAY00005869,C000357,2024-06-25,340.98,paid
PAY00005870,C000357,2024-07-25,331.37,paid
PAY00005871,C000357,2024-08-25,344.11,paid
PAY00005872,C000357,2024-09-25,333.62,paid
PAY00005873,C000357,2024-10-25,330.46,paid
PAY00005874,C000357,2024-11-25,324.51,paid
PAY00005875,C000357,2024-12-25,364.19,paid
PAY00005876,C000357,2025-01-25,341.88,paid
PAY00005877,C000357,2025-02-25,339.09,paid
PAY00005878,C000357,2025-03-25,327.48,paid
PAY00005879,C000357,2025-04-25,329.52,paid
PAY00005880,C000357,2025-05-25,338.35,paid
PAY00005881,C000357,2025-06-25,341.3,paid
PAY00005882,C000357,2025-07-25,339.39,paid
PAY00005883,C000357,2025-08-25,341.84,paid
PAY00005884,C000357,2025-09-25,355.45,paid
PAY00005885,C000357,2025-10-25,344.28,paid
PAY00005886,C000357,2025-11-25,342.12,paid
PAY00005887,C000357,2025-12-25,332.1,paid
PAY00005888,C000357,2026-01-25,326.71,paid
PAY00005889,C000357,2026-02-25,347.98,paid
PAY00005890,C000358,2025-09-22,1557.54,paid
PAY00005891,C000358,2025-10-22,1593.67,paid
PAY00005892,C000358,2025-11-22,1518.44,paid
PAY00005893,C000358,2025-12-22,1505.25,paid
PAY00005894,C000358,2026-01-22,1612.28,paid
PAY00005895,C000358,2026-02-22,1547.15,paid
PAY00005896,C000359,2022-05-25,602.13,paid
PAY00005897,C000359,2023-05-25,584.84,paid
PAY00005898,C000359,2024-05-25,603.83,paid
PAY00005899,C000359,2025-05-25,594.58,paid
PAY00005900,C000360,2025-02-13,378.48,paid
PAY00005901,C000360,2025-03-13,384.06,paid
PAY00005902,C000360,2025-04-13,385.59,paid
PAY00005903,C000360,2025-05-13,374.69,paid
PAY00005904,C000360,2025-06-13,385.09,paid
PAY00005905,C000360,2025-07-13,385.87,paid
PAY00005906,C000360,2025-08-13,389.39,paid
PAY00005907,C000360,2025-09-13,392.67,paid
PAY00005908,C000360,2025-10-13,380.55,paid
PAY00005909,C000360,2025-11-13,374.03,paid
PAY00005910,C000360,2025-12-13,371.87,paid
PAY00005911,C000360,2026-01-13,375.33,paid
PAY00005912,C000360,2026-02-13,376.05,failed
PAY00005913,C000361,2025-07-12,378.27,paid
PAY00005914,C000361,2025-08-12,358.69,paid
PAY00005915,C000361,2025-09-12,381.12,paid
PAY00005916,C000361,2025-10-12,383.22,paid
PAY00005917,C000361,2025-11-12,383.79,failed
PAY00005918,C000361,2025-12-12,388.78,paid
PAY00005919,C000361,2026-01-12,394.69,paid
PAY00005920,C000361,2026-02-12,383.88,paid
PAY00005921,C000362,2025-09-25,44.6,paid
PAY00005922,C000362,2025-10-25,45.98,failed
PAY00005923,C000362,2025-11-25,45.9,paid
PAY00005924,C000362,2025-12-25,44.49,paid
PAY00005925,C000362,2026-01-25,45.92,paid
PAY00005926,C000362,2026-02-25,42.4,paid
PAY00005927,C000363,2022-12-14,562.03,paid
PAY00005928,C000363,2023-12-14,559.16,paid
PAY00005929,C000363,2024-12-14,534.11,paid
PAY00005930,C000364,2025-09-27,340.42,paid
PAY00005931,C000364,2025-10-27,354.68,paid
PAY00005932,C000364,2025-11-27,345.91,paid
PAY00005933,C000364,2025-12-27,355.81,paid
PAY00005934,C000364,2026-01-27,360.97,paid
PAY00005935,C000364,2026-02-27,360.43,paid
PAY00005936,C000365,2022-07-03,55.18,paid
PAY00005937,C000365,2022-08-03,55.75,paid
PAY00005938,C000365,2022-09-03,56.02,paid
PAY00005939,C000365,2022-10-03,58.35,paid
PAY00005940,C000365,2022-11-03,55.16,paid
PAY00005941,C000365,2022-12-03,57.53,paid
PAY00005942,C000365,2023-01-03,56.67,paid
PAY00005943,C000365,2023-02-03,52.96,paid
PAY00005944,C000365,2023-03-03,55.64,paid
PAY00005945,C000365,2023-04-03,54.65,paid
PAY00005946,C000365,2023-05-03,55.59,paid
PAY00005947,C000365,2023-06-03,53.01,paid
PAY00005948,C000365,2023-07-03,58.46,paid
PAY00005949,C000365,2023-08-03,55.46,paid
PAY00005950,C000365,2023-09-03,55.61,paid
PAY00005951,C000365,2023-10-03,58.29,paid
PAY00005952,C000365,2023-11-03,54.23,paid
PAY00005953,C000365,2023-12-03,56.73,paid
PAY00005954,C000365,2024-01-03,55.02,paid
PAY00005955,C000365,2024-02-03,53.57,paid
PAY00005956,C000365,2024-03-03,56.91,paid
PAY00005957,C000365,2024-04-03,57.85,paid
PAY00005958,C000365,2024-05-03,55.93,paid
PAY00005959,C000365,2024-06-03,52.19,paid
PAY00005960,C000365,2024-07-03,57.14,paid
PAY00005961,C000365,2024-08-03,55.15,paid
PAY00005962,C000365,2024-09-03,56.78,paid
PAY00005963,C000365,2024-10-03,56.06,paid
PAY00005964,C000365,2024-11-03,55.3,paid
PAY00005965,C000365,2024-12-03,54.59,paid
PAY00005966,C000365,2025-01-03,57.82,paid
PAY00005967,C000365,2025-02-03,56.12,paid
PAY00005968,C000365,2025-03-03,55.51,paid
PAY00005969,C000365,2025-04-03,55.68,paid
PAY00005970,C000365,2025-05-03,56.83,paid
PAY00005971,C000365,2025-06-03,57.09,paid
PAY00005972,C000365,2025-07-03,56.07,paid
PAY00005973,C000365,2025-08-03,56.7,paid
PAY00005974,C000365,2025-09-03,55.59,paid
PAY00005975,C000365,2025-10-03,55.76,paid
PAY00005976,C000365,2025-11-03,56.94,paid
PAY00005977,C000365,2025-12-03,55.54,failed
PAY00005978,C000365,2026-01-03,54.49,paid
PAY00005979,C000366,2024-02-29,16124.18,paid
PAY00005980,C000366,2025-02-28,16047.03,paid
PAY00005981,C000366,2026-02-28,16261.18,paid
PAY00005982,C000367,2023-12-28,311.19,paid
PAY00005983,C000367,2024-03-28,312.48,paid
PAY00005984,C000367,2024-06-28,309.6,paid
PAY00005985,C000367,2024-09-28,297.37,paid
PAY00005986,C000367,2024-12-28,306.79,paid
PAY00005987,C000367,2025-03-28,303.12,paid
PAY00005988,C000367,2025-06-28,311.12,paid
PAY00005989,C000367,2025-09-28,320.07,paid
PAY00005990,C000367,2025-12-28,312.42,paid
PAY00005991,C000368,2023-05-10,43.98,paid
PAY00005992,C000368,2023-06-10,45.79,paid
PAY00005993,C000368,2023-07-10,44.91,paid
PAY00005994,C000368,2023-08-10,46.21,paid
PAY00005995,C000368,2023-09-10,46.4,paid
PAY00005996,C000368,2023-10-10,45.41,paid
PAY00005997,C000368,2023-11-10,45.05,paid
PAY00005998,C000368,2023-12-10,45.85,paid
PAY00005999,C000368,2024-01-10,44.78,paid
PAY00006000,C000368,2024-02-10,46.44,paid
PAY00006001,C000368,2024-03-10,46.1,paid
PAY00006002,C000368,2024-04-10,45.01,paid
PAY00006003,C000368,2024-05-10,44.33,paid
PAY00006004,C000368,2024-06-10,45.73,paid
